patent_id	title	claim	abstract	class
6348492	Oxetanone derivatives	1. A novel oxetanone derivative of the formula:   wherein: X--O--Q is an ether linkage wherein:     X of the ether is a linking group, and  Q is a portion of the ether linkage, which is a polysaccharide of a sufficient molecular weight or property that such polysaccharide is not absorbed by the digestive system of a mammal such as a dog, cat, non-human primate or a human primate, which polysaccharide is defined in the above description;   R is a member selected from the group consisting of:   a straight or branched chained C 1-17 -alkyl group which is saturated or optionally substituted by up to eight double or triple bonds;  a straight or branched chained C 1-17 -alkyl group which is saturated or optionally substituted by one or more members selected from the group consisting of an oxygen atom, a sulfur atom, a sulfonyl group or a sulfinyl group;  a straight or branched chained C 1-17 -alkyl group which is saturated or optionally substituted by up to eight double or triple bonds and is substituted in a position other than alpha to an unsaturated carbon atom by one or more members selected from the group consisting of an oxygen atom, a sulfur atom, a sulfonyl group or a sulfinyl group atoms;  phenyl substituted by 0-4 members selected from the group consisting of --C 1-6 -alkyloxy-C 1-6 -alkyl, --C 1-6 -alkylthio-C 1-6 -alkyl, --C 1-6 -alkyl-OH and --C 1-6 -alkyl-SH;  benzyl substituted by 0-4 members selected from the group consisting of --C 1-6 -alkyloxy-C 1-6 -alkyl, --C 1-6 -alkylthio-C 1-6 -alkyl, --C 1-6 -alkyl-OH and --C 1-6 -alkyl-SH;  biphenylene substituted by 0-6 members selected from the group consisting of --C 1-6 -alkyloxy-C 1-6 -alkyl, --C 1-6 -alkylthio-C 1-6 -alkyl, --C 1-6 -alkyl-OH and --C 1-6 -alkyl-SH;  phenoxyphenylene substituted by 0-6 members selected from the group consisting of --C 1-6 -alkyloxy-C 1-6 -alkyl, --C 1-6 -alkylthio-C 1-6 -alkyl, --C 1-6 -alkyl-OH and --C 1-6 -alkyl-SH;  phenylthiophenylene substituted by 0-6 members selected from the group consisting of --C 1-6 -alkyloxy-C 1-6 -alkyl, --C 1-6 -alkylthio-C 1-6 -alkyl, --C 1-6 -alkyl-OH and --C 1-6 -alkyl-SH; and  phenyl-C 1-6 -alkyl-phenyl wherein 0-6 hydrogen atoms on one or more of the phenyl ring and --C 1-6 -alkyl- group is/are replaced independently by a member selected from the group consisting of --C 1-6 -alkyloxy-C 1-6 -alkyl, --C 1-6 -alkylthio-C 1-6 -alkyl, --C 1-6 -alkyl-OH and --C 1-6 -alkyl-SH;   R 1 is a member selected from the group consisting of:   Hydrogen,  Ar,  Ar--C 1-5 -alkyl and  C 1-10 -alkyl substituted by 0-3 members independently selected from the group consisting of an oxygen atom, a sulfur atom, a sulfinyl group, a sulfonyl group,  a --N(--R 4 )-- group, a --C(=O)--N(--R 4 )-- group, and a --N(--R 4 )--C(=O)-- group, wherein 0-3 carbon atoms of the C 1-10 -alkyl group can be substituted independently by a member selected from the group consisting of a hydroxy group, thiol group, C 1-10 -alkoxy group, a C 1-10 -alkylthio group, a --N(--R 5,--R  6 ) group, a --C(=O)--N(--R 7, --R 8 ) group, and a --N(--R 9 )--C(=O)--R 10 group;   R 2 is a member selected from the group consisting of: hydrogen and C 1-6 -alkyl, or R 2 taken with R 1 forms a 4-6 membered saturated ring containing 0-4 nitrogen atoms wherein the ring may be substituted by 0-4 R 11 groups;  R 3 is a member selected from the group consisting of: hydrogen, C 1-6 -alkyl and C 1-6 -alkanoyl, or R 2 taken with R 1 forms a 4-6 membered saturated ring;  R 4 -R 10 are each independently a member selected from the group consisting of: hydrogen and C 1-6 -alkyl;  n is an integer of 0-3;    or a pharmaceutically acceptable isomer and salts, thereof.	This invention relates to novel oxetanone derivative compounds and processes for producing such derivatives that are useful as lipase inhibitors. Further the invention relates to processes for producing salts and for producing pharmaceutical compositions compounds comprising at least one such oxetanone derivative or salt, as well as methods for using such compounds and compositions for inhibiting lipases.	aba
6352987	8,8A-DIHYDROINDENO[1,2-D]THIAZOLE DERIVATIVES WHICH CARRY IN THE 2-POSITION A SUBSTITUENT HAVING A SULFONAMIDE STRUCTURE OR SULFONE STRUCTURE; PROCESSES FOR THEIR PREPARATION AND THEIR USE AS MEDICAMENTS	"1. A compound of formula I   in which   R1, R1' are independently selected from H, F, Cl, Br, I, CF 3, NO 2, CN, COOH, COO(C 1 -C 6 )-alkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON[(C 1 -C 6 )-alkyl] 2, (C 1 -C 6 )-alkyl, (C 2 -C 6 )-alkenyl, (C 2 -C 6 )-alkynyl, O--(C 1 -C 6 )-alkyl,
   wherein one or more of the hydrogens of the alkyl radicals may be replaced by fluorine, or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O--CH 2 --Ph, NH 2, NH--CO--CH 3 or N(COOCH 2 Ph) 2 ;   SO 2 --NH 2, SO 2 NH(C 1 -C 6 )-alkyl, SO 2 N[(C 1 -C 6 )-alkyl] 2, S--(C 1 -C 6 )-alkyl, S--(CH 2 ) n -phenyl, SO--(C 1 -C 6 )-alkyl, SO--(CH 2 ) n -phenyl, SO 2 --(C 1 -C 6 )-alkyl, SO 2 --(CH 2 ) n -phenyl,
   wherein n is 0-6 and the phenyl radical may be substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl or NH 2 ;   NH 2, NH--(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, NH--(CO)--(C 1 -C 7 )alkyl, phenyl, biphenylyl, O--(CH 2 ) n -phenyl, where n is 0-6, 1- or 2-naphthyl, 2-, 3- or 4-pyridyl, 2- or 3-furanyl or 2- or 3-thienyl,
   wherein any of the phenyl, biphenylyl, naphthyl, pyridyl, furanyl or thienyl rings may be substituted one to three times by F, Cl, Br, I, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl, NH 2, NH(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, SO 2 --CH 3, COOH, COO--(C 1 -C 6 )-alkyl or CONH 2 ;
   1,2,3-triazol-5-yl, where the triazole ring may be substituted in the 1-, 2- or 3-position by methyl or benzyl; or tetrazol-5-yl, where the tetrazole ring may be substituted in the 1- or 2-position by methyl or benzyl;  R2 is H, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, (CH 2 ) n -phenyl, (CH 2 ) n -thienyl, (CH 2 ) n -pyridyl, (CH 2 ) n -furyl, C(O)--(C 1 -C 6 )-alkyl, C(O)--(C 3 -C 6 )-cycloalkyl, C(O)--(CH 2 ) n -phenyl, C(O)--(CH 2 ) n -thienyl, C(O)--(CH 2 ) n -pyridyl or C(O)--(CH 2 ) n -furyl,   wherein n is 0-5 and in which phenyl, thienyl, pyridyl or furyl may be substituted up to two times by Cl, F, CN, CF 3, (C 1 -C 3 )-alkyl, OH or O--(C 1 -C 6 )-alkyl;   R3 is H, (C 1 -C 6 )-alkyl, F, CN, N 3, O--(C 1 -C 6 )-alkyl, (CH 2 ) n -phenyl, (CH 2 ) n -thienyl, (CH 2 ) n -pyridyl (CH 2 ) n -furyl,   wherein n is 0-5 and in which phenyl, thienyl, pyridyl or furyl may be substituted up to two times by Cl, F, CN, CF 3, (C 1 -C 3 )-alkyl, OH or O--(C 1 -C 6 )-alkyl;   OC(O)CH 3, (C 2 -C 6 )-alkynyl, (C 2 -C 6 )-alkenyl, COO(C 1 -C 6 )-alkyl, C(O)OH, C(O)NH 2, C(O)NHCH 3 or C(O)N(CH 3 ) 2 ;  R4 is (CH 2 ) n --R5, wherein n is 0-6;  R5 is phenyl, biphenylyl, 1- or 2-naphthyl, 2-, 3- or 4-pyridyl, 2- or 3-thienyl, 2- or 3-furyl, 2-, 4- or 5-thiazolyl, 2-, 4- or 5-oxazolyl, 1-pyrazolyl, 3- or 5-isoxazolyl, 2- or 3-pyrrolyl, 2- or 3-pyridazinyl, 2-, 4- or 5-pyrimidinyl, 2-pyrazinyl, 2-(1,3,5-triazinyl), 2- or 5-benzimidazolyl, 2-benzothiazolyl, 1,2,4-triazol-3-yl, 1,2,4-triazol-5-yl, tetrazol-5-yl, indol-3-yl, indol-5-yl or N-methylimidazol-2-, -4- or -5-yl;  and R5 is substituted by NH--SO 2 --(C 1 -C 6 )-alkyl or NH--SO 2 -phenyl,   wherein the phenyl ring may be substituted up to two times by F, Cl, CN, OH, (C 1 -C 6 )-alkyl, O--(C 1 -C 6 )-alkyl, CF 3, COOH, COO(C 1 -C 6 )-alkyl, CONH 2, (CH 2 ) n --SO 2 --(C 1 -C 6 )-alkyl, wherein n is 1-6, (CH 2 ) m --SO 2 --NH 2, (CH 2 ) m --SO 2 --NH--(C 1 -C 6 )-alkyl, (CH 2 ) m --SO 2 --N[(C 1 -C 6 )-alkyl] 2 or (CH 2 ) m --SO 2 --N(=CH--N(CH 3 ) 2 ), wherein m is 0-6;
   and R5 may be further substituted by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, S--(C 1 -C 6 )-alkyl, SO--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, COOH, COO(C 1 -C 6 )-alkyl, COO(C 3 -C 6 )-cycloalkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON[(C 1 -C 6 )-alkyl] 2, CONH(C 3 -C 6 )-cycloalkyl, NH 2, NH--CO--(C 1 -C 6 )-alkyl, NH--CO-phenyl, pyrrolidin-1-yl, morpholin-1-yl, piperidin-1-yl, piperazin-1-yl, 4-methylpiperazin-1-yl, (CH 2 ) n -phenyl, O--(CH 2 ) n -phenyl, S--(CH 2 ) n -phenyl, SO 2 --(CH 2 ) n -phenyl, wherein n is 0-3;
  and its physiologically acceptable salts and physiologically functional derivatives."	"8,8a-Dihydroindeno[1,2-d]thiazole derivatives which carry in the 2-position a substituent having a sulfonamide structure or sulfone structure; processes for their preparation and their use as medicaments
 The invention relates to polycyclic dihydrothiazoles and to their physiologically acceptable salts and physiologically functional derivatives. Compounds of formula I,  in which the radicals are as defined above, and their physiologically acceptable salts and processes for their preparation are described. The compounds are suitable, for example, as anorectics."	aab
6384087	Materials and methods for the treatment or prevention of obesity	1. A method of treating, reducing, or attenuating obesity in an individual comprising the administration of therapeutically effective amounts of calcium to an individual and inducing a metabolic change in said individual.	The subject invention provides methods of inducing the loss of adipose tissue by providing a diet high in calcium. In one aspect of the invention, the calcium is provided in the form of dairy products. In yet another aspect of the invention, calcium is provided in the form of a dietary supplement, such as calcium carbonate, of vitamin supplements. Methods of suppressing [Ca 2+ ] i levels in individuals are also provided. The subject invention also provides methods of stimulating lipolysis, inhibiting lipogenesis, and increasing the expression of white adipose tissue uncoupling protein 2 (UCP2). The subject invention also provides methods of increasing the core temperature of an individual.	abd
6395784	Benzamide ligands for the thyroid receptor	1. A compound of the formula   wherein    X is oxygen (--O--), sulfur (--S--), carbonyl (--CO--), methylene (--CH 2 --), or disubstituted nitrogen (--NH--);  R 1 is halogen, trifluoromethyl, or alkyl of 1 to 6 carbons or cycloalkyl of 3 to 7 carbons;  R 2 and R 3 are the same or different and are hydrogen, halogen, alkyl of 1 to 4 carbons or cycloalkyl of 3 to 6 carbons, at least one of R 2 and R 3 being other than hydrogen;  R 4 is methyl, ethyl, n-propyl or trifluoromethyl;  R 5 is hydrogen or lower alkyl;  R 6 is carboxylic acid, or ester thereof, or a prodrug thereof;  R 7 is hydrogen, or an alkanoyl or aroyl group, or other group capable of bioconversion to generate the free phenol structure (wherein R 7 =H);   including all stereoisomers thereof, a prodrug thereof, or a pharmaceutically acceptable salt thereof.	New thyroid receptor ligands are provided which have the general formula  in which:    X is --O--, --S--, --CH 2 --, --CO--, or --NH--;  R 1 is halogen, trifluoromethyl, or alkyl of 1 to 6 carbons or cycloalkyl of 3 to 7 carbons;  R 2 and R 3 are the same or different and are hydrogen, halogen, alkyl of 1 to 4 carbons or cycloalkyl of 3 to 6 carbons, at least one of R 2 and R 3 being other than hydrogen;  R 4 is methyl, ethyl, n-propyl or trifluoromethyl;  R 5 is hydrogen or lower alkyl;  R 6 is carboxylic acid, or esters or prodrugs;  R 7 is hydrogen or an alkanoyl or an aroyl.   In addition, a method is provided for preventing, inhibiting or treating a disease associated with metabolism dysfunction or which is dependent upon the expression of a T 3 regulated gene, wherein a compound as described above is administered in a therapeutically effective amount. Examples of such diseases associated with metabolism dysfunction or are dependent upon the expression of a T 3 regulated gene include obesity, hypercholesterolemia, atherosclerosis, cardiac arrhythmias, depression, osteoporosis, hypothyroidism, goiter, thyroid cancer as well as glaucoma, congestive heart failure and skin disorders.	abc
6403624	8,8A-dihydroindeno[1,2-D] thiazole derivatives which are substituted in the 8A-position; processes for their preparation and their use as medicaments	"1. A compound of formula (I),   in which    R1, R1' are independently selected from the group consisting of H, F, Cl, Br, I, CF 3, NO 2, CN, COOH, COO(C 1 -C 6 )-alkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON((C 1 -C 6 )-alkyl) 2, (C 1 -C 6 )-alkyl, (C 2 -C 6 )-alkenyl, (C 2 -C 6 )-alkynyl, O--(C 1 -C 6 )-alkyl,   wherein one or more of the hydrogens of the alkyl radicals may be replaced by fluorine, or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O--CH 2 --Ph, NH 2, NH--CO--CH 3 or N(COOCH 2 Ph) 2 ;  SO 2 --NH 2, SO 2 NH(C 1 -C 6 )-alkyl, SO 2 N((C 1 -C 6 )-alkyl) 2, S--(C 1 -C 6 )-alkyl, S--(CH 2 ) n -phenyl, SO--(C 1 -C 6 )-alkyl, SO--(CH 2 ) n -phenyl, SO 2 --(C 1 -C 6 )-alkyl, SO 2 --(CH 2 ) n -phenyl,  wherein the phenyl radical may be substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl or NH 2 ;  NH 2, NH--(C 1 -C 6 )-alkyl, N((C 1 -C 6 )-alkyl) 2, NH(C 1 -C 7 )-acyl, phenyl, biphenylyl, O--(CH 2 ) n -phenyl, 1- or 2-naphthyl, 2-, 3- or 4-pyridyl, 2- or 3-furanyl or 2- or 3-thienyl,  wherein any of the phenyl, biphenylyl, naphthyl, pyridyl, furanyl or thienyl rings may be optionally substituted one to 3 times by F, Cl, Br, I, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl,  NH 2, NH(C 1 -C 6 )-alkyl, N((C 1 -C 6 )-alkyl) 2, SO 2 -CH 3, COOH, COO--(C 1 -C 6 )-alkyl or CONH 2 ; 1,2,3-triazol-5-yl, wherein the triazole ring may be substituted in the 1-, 2- or 3-position by methyl or benzyl; and  tetrazol-5-yl, wherein the tetrazole ring may be substituted in the 1- or 2- position by methyl or benzyl;   R2 is H, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, (CH 2 ) n' -phenyl, (CH 2 ) n' -thienyl, (CH 2 ) n' -pyridyl, (CH 2 ) n' -furyl, C(O)--(C 1 -C 6 )-alkyl, C(O)--(C 3 -C 6 )-cycloalkyl, C(O)--(CH 2 ) n' -phenyl, C(O)--(CH 2 ) n' -thienyl, C(O)--(CH 2 ) n' -pyridyl or C(O)--(CH 2 ) n' -furyl,   wherein any of phenyl, thienyl, pyridyl or furyl may be optionally substituted up to two times by Cl, F, CN, CF 3, (C 1 -C 3 )-alkyl, OH or O--(C 1 -C 6 )-alkyl;   R3 is Cl, Br, CH 2 --COO(C 1 -C 6 )-alkyl, CH 2 --COOH or CH 2 --CONH 2 ;  R4 is (C 1 -C 8 )-alkyl, (C 3 -C 7 )cycloalkyl, (C 2 -C 6 )-alkenyl, (C 2 -C 6 )-alkynyl, (C 4 -C 7 )-cycloalkenyl,   wherein one or more of the hydrogens of the alkyl radicals may be replaced by fluorine or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O--CH 2 --Ph or O--(C 1 -C 4 )-alkyl;  (CH 2 ) n'"" -pyrrolidin-1-yl, (CH 2 ) n '""-piperidin-1-yl, (CH 2 ) n'"" -morpholin-4-yl, (CH 2 ) n'"" -piperazin-1-yl, (CH 2 ) n '""-N-4-methylpiperazin-1-yl, (CH 2 ) n'"" -N-4-benzylpiperazin-1-yl, (CH 2 ) n'"" -phthalimidoyl, (CH 2 ) n -aryl or (CH 2 ) n -heteroaryl,  wherein aryl is phenyl; biphenylyl or 1- or 2-naphthyl and heteroaryl is 2-, 3- or 4-pyridyl, 2- or 3-thienyl, 2- or 3-furyl, 2-, 4- or 5-thiazolyl, 2-, 4- or 5-oxazolyl, 1-pyrazolyl, 3- or 5-isoxazolyl, 2- or 3-pyrrolyl, 2- or 3-pyridazinyl, 2-, 4- or 5-pyrimidinyl, 2-pyrazinyl, 2--(1,3,5-triazinyl), 2- or 5-benzimidazolyl, 2-benzothiazolyl, 1,2,4-triazol-3-yl, 1,2,4-triazol-5-yl, tetrazol-5-yl, indol-3-yl, indol-5-yl or N-methylimidazol-2-, -4- or -5-yl, and the aryl radical or the heteroaryl radical may be optionally substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, S--(C 1 -C 6 )-alkyl, SO--(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --NH 2, (CH 2 ) n --SO 2 --N(=CH--N(CH 3 ) 2 ), (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, COOH, COO(C 1 -C 6 )-alkyl, COO(C 3 -C 6 )-cycloalkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON((C 1 -C 6 )-alkyl) 2, CONH(C 3 -C 6 )-cycloalkyl, NH2, NH--CO--(C 1 -C 6 )-alkyl, NH--CO-phenyl, NH--SO 2 --(C 1 -C 6 )-alkyl or NH--SO 2 -phenyl,   wherein the phenyl ring may be substituted up to two times by F, Cl, CN, OH, (C 1 -C 6 )-alkyl, O--(C 1 -C 6 )-alkyl, CF 3, COOH, COO(C 1 -C 6 )-alkyl or CONH 2 ; pyrrolidin-1-yl, inorpholin-1-yl, piperdin-1-yl, piperazin-1-yl, 4-methylpiperazin-1-yl, (CH 2 ) n"" -phenyl, O--(CH 2 ) n"" -phenyl, S--(CH 2 ) n"" -phenyl SO 2 --(CH 2 )-phenyl, or (CH 2 ) n'"" --A--R8;    A is O, NH, N-(C 1 -C 6 )-alkyl, NCHO, N(CO--CH 3 ), S, SO or SO 2 ;  R8 is (C 1 -C 8 )-alkyl, (C 3 -C 8 )-cycloalkyl,   wherein one or more hydrogens of the alkyl radicals may be replaced by fluorine, or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O-CH 2 --Ph or O--(C 1 -C 4 )-alkyl;  (CH 2 ) m -aryl or (CHl 2 ) m -heteroaryl,  wherein m is 0-6 and aryl is phenyl and heteroaryl is thienyl or pyridyl and the aryl or heteroaryl moiety may be substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, S--(C 1 -C 6 )-alkyl, SO--(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --(C 1 -C 6 )-alkyl, (CH 2 ) n --SO 2 --NH 2, (CH 2 ) n --SO 2 --N(=CH--N(CH 3 ) 2 ), (CH 2 ) n --SO 2 --NH(C 1 -C 8 )-alkyl, (CH 2 ) n --SO 2 --N((C 1 -C 8 )-alkyl) 2, (CH 2 ) n --SO 2 --NH(C 3 -C 8 )-cycloalkyl, (CH 2 ) n --SO 2 --N((C 3 -C 8 )-cycloalkyl) 2, (C 1 -C 6 )-alkyl, (C 3 -C 6 )-cycloalkyl, COOH, COO(C 1 -C 6 )-alkyl, COO(C 3 -C 6 )-cycloalkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON((C 1 -C 6 )-alkyl) 2, CONH(C 3 -C 6 )-cycloalkyl, NH 2, NH(C 1 -C 6 )-alkyl, N((C 1 -C 6 )-alkyl) 2, NH--CO--(C 1 -C 6 )-alkyl, NH--CO-phenyl, NH--SO 2 -phenyl,   where the phenyl ring may be substituted up to two times by F, Cl, CN, OH, (C 1 -C 6 )-alkyl, O--(C 1 -C 6 )-alkyl, CF 3, COOH, COO(C 1 -C 6 )-alkyl or CONH 2,    NH--SO 2 --(C 1 -C 8 )-alkyl, N(C 1 -C 6 )-alkyl-SO 2 --(C 1 -C 8 )-alkyl, pyrrolidin-1-yl, morpholin-1-yl, piperidin-1-yl, piperazin-1-yl, 4-methylpiperazin-1-yl, (CH 2 )p-phenyl, O--(CH 2 )p-phenyl, S--(CH 2 ) p -phenyl or SO 2 --(CH 2 ) p -phenyl,     wherein n is 0-6, n' is 0-5, n"" is 0-3, n'"" is 1-6, m is 0-6 and p is 0-3; or a physiologically acceptable salt thereof"	The invention relates to polycyclic dihydrothiazoles and to their physiologically acceptable salts and physiologically functional derivatives. Compounds of formula I,  in which the radicals are as defined above, and their physiologically acceptable salts and processes for their preparation are described. The compounds are suitable, for example, as anorectics.	aab
6410577	Substituted 8,8a-dihydro-3ah-indeno[1,2-d]thiazoles, processes for their preparation and their use as medicaments	"1. A compound of formula (I):   in which    R1, R1' are independently selected from H, F, Cl, Br, I, CF 3, NO 2, CN, COOH, COO(C 1 -C 6 )-alkyl, CONH 2, CONH(C 1 -C 6 )-alkyl, CON[(C 1 -C 6 )-alkyl] 2, (C 1 -C 6 )-alkyl, (C 2 -C 6 )-alkenyl, (C 2 -C 6 )-alkynyl, O-(C 1 -C 6 )-alkyl,
   wherein one or more of the hydrogens of the alkyl, alkenyl, or alkynyl radicals may be replaced by fluorine, or one hydrogen may be replaced by OH, OC(O)CH 3, OC(O)H, O--CH 2 --Ph, NH 2, NH--CO--CH 3 or N(COOCH 2 Ph) 2 ;   SO 2 --NH 2, SO 2 NH(C 1 -C 6 )-alkyl, SO 2 N[(C 1 -C 6 )-alkyl] 2, S--(C 1 -C 6 )-alkyl, S--(CH 2 ) n -phenyl, SO--(C 1 -C 6 )-alkyl, SO--(CH 2 ) n -phenyl, SO 2 --(C 1 -C 6 )-alkyl, SO 2 --(CH 2 ) n -phenyl,
   wherein n is 0-6 and the phenyl radical may be substituted up to two times by F, Cl, Br, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl or NH 2 ;   NH 2, NH--(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, NH(C 1 -C 7 )-acyl, phenyl, biphenylyl, O--(CH 2 ) n -phenyl, where n is 0-6, 1- or 2-naphthyl, 2-, 3- or 4-pyridyl, 2- or 3-furanyl or 2- or 3-thienyl,
   wherein any of the phenyl, biphenyl, naphthyl, pyridyl, furanyl or thienyl rings may be optionally substituted one to 3 times by F, Cl, Br, I, OH, CF 3, NO 2, CN, OCF 3, O--(C 1 -C 6 )-alkyl, (C 1 -C 6 )-alkyl, NH 2, NH(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, SO 2 --CH 3, COOH, COO--(C 1 -C 6 )-alkyl or CONH 2 ;
   1,2,3-triazol-5-yl, wherein the triazole ring may be substituted in the 1-, 2- or 3-position by methyl or benzyl; tetrazol-5-yl, where the tetrazole ring may be substituted in the 1 - or 2-position by methyl or benzyl; 1,3,4-oxadiazol-2-yl; 2-amino-1,3,4-oxadiazol-5-yl,   wherein the amino function may be mono- or disubstituted by (C 1 -C 6 )-alkyl, --C(O)--(C 1 -C 6 )-alkyl, --C(O)--(cyclo-C 3 -C 7 )-alkyl, --C(O)-phenyl, --C(O)--NH--(C 1 -C 6 )-alkyl, --C(O)--NH--(cyclo-C 3 -C 7 )-alkyl, or --C(O)--NH-aryl, wherein aryl is phenyl, 2-, 3- or 4-pyridyl, 2- or 3-thienyl or 2- or 3-furanyl,   --C(O)-morpholin-4-yl, --C(O)-piperidin-1-yl, --C(O)-piperazin-4-yl, --C(O)--1-methyl-, 1-benzyl-piperazin-4-yl, --SO 2 --(C 1 -C 6 )-alkyl or --SO 2 -phenyl,   wherein the phenyl ring may be substituted up to two times by F, Cl, Br, CN, CF 3, OH, OCF 3, (C 1 -C 6 )-alkyl, O--(C 1 -C 6 )-alkyl, (CH 2 ) n -phenyl, O--(CH 2 ) n -phenyl, where n is 0-6, NH 2, NH(C 1 -C 6 )-alkyl, N[(C 1 -C 6 )-alkyl] 2, SO 2 --CH 3, COOH, COO--(C 1 -C 6 )-alkyl or CONH 2 ;
