patent_id	title	claim	abstract	class
5774782	Technetium-99m generator system	1. A method of preparing a concentrated solution of  99m Tc comprising the steps of:    a. providing a sorbent column loaded with a composition containing  99 Mo, said sorbent column having an effluent end in fluid communication with an anion-exchange column;  b. eluting said sorbent column with a salt solution to elute a first eluate comprising  99m Tc from said sorbent and to-trap said eluted  99m Tc on said ion-exchange column;  c. eluting said  99m Tc from said ion-exchange column with a solution comprising a reductive complexing agent to elute a second eluate comprising said  99m Tc in the form of complexed. reduced  99m Tc in a concentration at least 8 times greater than the concentration of said  99m Tc in said first eluate: and,  d. acidifying said complexed. reduced  99m Tc to produce a  99m Tc product in a form which is suitable for subsequent radiopharmaceutical use.	A  99 Mo/ 99m Tc generator system includes a sorbent column loaded with a composition containing  99 Mo. The sorbent column has an effluent end in fluid communication with an anion-exchange column for concentrating  99m Tc eluted from the sorbent column. A method of preparing a concentrated solution of  99m Tc includes the general steps of: a. providing a sorbent column loaded with a composition containing  99 Mo, the sorbent column having an effluent end in fluid communication with an anion-exchange column; b. eluting the sorbent column with a salt solution to elute  99m Tc from the sorbent and to trap and concentrate the eluted  99m Tc on the ion-exchange column; and c. eluting the concentrated  99m Tc from the ion-exchange column with a solution comprising a reductive complexing agent.	21A
5774815	Dry halide method for separating the components of spent nuclear fuels	1. A method for separating radionuclides into component products comprising the steps of:    a) contacting the radionuclides with chlorine gas in a dry reactor to form metal chloride gas;  b) scrubbing the metal chloride gases to remove fission product chlorides and transuranic chlorides;  c) condensing the scrubbed gases to remove the remaining metal chlorides;  d) regenerating and recycling the molten scrubber salts to precipitate the fission product-, and transuranic chlorides; and  e) vitrifying the fission product and transuranic precipitates.	The invention is a nonaqueous, single method for processing multiple spent nuclear fuel types by separating the fission- and transuranic products from the nonradioactive and fissile uranium product. The invention has four major operations: exposing the spent fuels to chlorine gas at temperatures preferably greater than 1200° C. to form volatile metal chlorides; removal of the fission product chlorides, transuranic product chlorides, and any nickel chloride and chromium chloride in a molten salt scrubber at approximately 400° C.; fractional condensation of the remaining volatile chlorides at temperatures ranging from 164° C. to 2° C.; and regeneration and recovery of the transferred spent molten salt by vacuum distillation. The residual fission products, transuranic products, and nickel- and chromium chlorides are converted to fluorides or oxides for vitrification. The method offers the significant advantages of a single, compact process that is applicable to most of the diverse nuclear fuels, minimizes secondary wastes, segregates fissile uranium from the high level wastes to resolve potential criticality concerns, segregates nonradioactive wastes from the high level wastes for volume reduction, and produces a common waste form glass or glass-ceramic.	2AB
5784423	Method of producing molybdenum-99	1. A method of producing molybdenum-99 comprising:    providing a target comprising molybdenum-100; and  directing a photon beam onto the target to isotopically convert at least a portion of the molybdenum-100 of the target to molybdenum-99 having specific activity of at least 1.0 curies/gram, the photon beam having intensity of at least 50 microamps/cm 2 and photons of energy of at least 8 MeV.	An apparatus, and method, are disclosed for producing a high specific activity of a RADIOISOTOPE in a single increment of target material, or sequentially within in-series increments of target material, by exposing a targeted isotope in the target material to a high energy photon beam to isotopically convert the targeted isotope. In particular, this invention is used to produce a high specific activity of Mo 99, of at least 1.0 Ci/gm or preferably at least about 10.0 Ci/gm, from Mo 100 .	2AB
5802438	Method for generating a crystalline .sup.99 MoO.sub.3 product and the isolation .sup.99m Tc compositions therefrom	1. A method for isolating and producing a  99m Tc-containing reaction product from a  99 Mo compound comprising:    providing an initial supply of  99 Mo metal;  dissolving said  99 Mo metal in at least one oxygen-containing primary solvent to generate a solvated  99 Mo product;  drying said solvated  99 Mo product to produce a plurality of  99 MoO 3 crystals;  heating said  99 MoO 3 crystals to a first temperature, said first temperature being sufficiently high to sublimate said  99 MoO 3 crystals and generate a gaseous mixture therefrom comprising vaporized  99m TcO 3 and vaporized  99m TcO 2, with said first temperature being sufficiently low to avoid melting said  99 MoO 3 crystals and sufficiently low to likewise avoid forming vaporized  99 MoO 3 during said heating of said  99 MoO 3 crystals;  converting said vaporized  99m TcO 3 and said vaporized  99m TcO 2 in said gaseous mixture to a supply of vaporized  99m Tc 2 O 7 ;  cooling said vaporized  99m Tc 2 O 7 to a final temperature sufficient to condense said vaporized  99m Tc 2 O 7 so that a condensed  99m Tc-containing reaction product is produced therefrom; and  collecting said condensed  99m Tc-containing reaction product.	An improved method for producing  99m Tc compositions.  100 Mo metal is irradiated with photons in a particle (electron) accelerator to produce  99 Mo metal which is dissolved in a solvent. A solvated  99 Mo product is then dried to generate a supply of  99 MoO 3 crystals. The crystals are thereafter heated at a temperature which will sublimate the crystals and form a gaseous mixture containing vaporized  99m TcO 3 and vaporized  99m TcO 2 but will not cause the production of vaporized  99 MoO 3 . The mixture is then combined with an oxidizing gas to generate a gaseous stream containing vaporized  99m Tc 2 O 7 . Next, the gaseous stream is cooled to a temperature sufficient to convert the vaporized  99m Tc 2 O 7 into a condensed  99m Tc-containing product. The product has high purity levels resulting from the use of reduced temperature conditions and ultrafine crystalline  99 MoO 3 starting materials with segregated  99m Tc compositions therein which avoid the production of vaporized  99 MoO 3 contaminants.	2AB
5802439	Method for the production of .sup.99m Tc compositions from .sup.99 Mo-containing materials	1. A method for isolating and producing a  99m Tc-containing reaction product from a  99 Mo compound comprising:    providing an initial supply of  99 MoO 3 ;  heating said initial supply of  99 MoO 3 to a temperature sufficient to produce molten  99 MoO 3 therefrom, said temperature further causing a gaseous mixture to evolve from said molten  99 MoO 3, said gaseous mixture comprising vaporized  99 MoO 3, vaporized  99m TcO 3, and vaporized  99m TcO 2 ;  forming said molten  99 MoO 3 into a pool having a depth of about 0.5-5 mm, said depth allowing said gaseous mixture to diffuse through said molten  99 MoO 3 and evolve therefrom in a rapid, efficient, and complete manner;  passing a supply of an oxygen-containing oxidizing gas over said pool of said molten  99 MoO 3 during evolution of said gaseous mixture therefrom, said passing of said oxidizing gas over said molten  99 MoO 3 producing a gaseous stream comprising said oxidizing gas in combination with said gaseous mixture, said oxidizing gas oxidizing said vaporized  99m TcO 3 and said vaporized  99m TcO 2 in said gaseous mixture to form a supply of vaporized  99m Tc 2 O 7 therefrom, said gaseous stream comprising said vaporized  99m Tc 2 O 7 and said vaporized  99 MoO 3 therein after said oxidizing of said vaporized  99m TcO 3 and said vaporized  99m TcO 2 ;  cooling said gaseous stream in a primary condensation stage in an amount sufficient to condense and remove said vaporized  99 MoO 3 from said gaseous stream while allowing said vaporized  99m Tc 2 O 7 to remain unaffected;  cooling said gaseous stream in a secondary condensation stage after treatment in said primary condensation stage in an amount sufficient to condense and remove said vaporized  99m Tc 2 O 7 from said gaseous stream so that a condensed  99m Tc-containing reaction product is produced from condensation of said vaporized  99m Tc 2 O 7 ; and  collecting said condensed  99m Tc-containing reaction product.	An improved method for producing  99m Tc compositions from  99 Mo compounds.  100 Mo metal or  100 MoO 3 is irradiated with photons in a particle (electron) accelerator to ultimately produce  99 MoO 3 . This composition is then heated in a reaction chamber to form a pool of molten  99 MoO 3 with an optimum depth of 0.5-5 mm. A gaseous mixture thereafter evolves from the molten  99 MoO 3 which contains vaporized  99 MoO 3, vaporized  99m TcO 3, and vaporized  99m TcO 2 . This mixture is then combined with an oxidizing gas (O 2(g )) to generate a gaseous stream containing vaporized  99m Tc 2 O 7 and vaporized  99 MoO 3 . Next, the gaseous stream is cooled in a primary condensation stage in the reaction chamber to remove vaporized  99 MoO 3 . Cooling is undertaken at a specially-controlled rate to achieve maximum separation efficiency. The gaseous stream is then cooled in a sequential secondary condensation stage to convert vaporized  99m Tc 2 O 7 into a condensed  99m Tc-containing reaction product which is collected.	2AB
5809394	Methods of separating short half-life radionuclides from a mixture of radionuclides	"1. A method of obtaining a radionuclide product selected from the group consisting of  223 Ra and  225 Ac, from a radionuclide ""cow"" of  227 Ac or  229 Th respectively, the method comprising the steps of:    (a) permitting ingrowth of at least one radionuclide daughter from said radionuclide ""cow"" forming an ingrown mixture;  (b) insuring that the ingrown mixture is a nitric acid ingrown mixture;  (c) passing the nitric acid ingrown mixture through a first nitrate form ion exchange column separating the radionuclide ""cow"" from the at least one radionuclide daughter;  (d) insuring that the at least one radionuclide daughter contains the radionuclide product;  (e) passing the at least one radionuclide daughter through a second ion exchange column and separating the at least one radionuclide daughter from the radionuclide product; and  (f) recycling the at least one radionuclide daughter by adding it to the ""cow""."	"The present invention is a method of obtaining a radionuclide product selected from the group consisting of  223 Ra and  225 Ac, from a radionuclide ""cow"" of  227 Ac or  229 Th respectively. The method comprises the steps of a) permitting ingrowth of at least one radionuclide daughter from said radionuclide ""cow"" forming an ingrown mixture; b) insuring that the ingrown mixture is a nitric acid ingrown mixture; c) passing the nitric acid ingrown mixture through a first nitrate form ion exchange column which permits separating the ""cow"" from at least one radionuclide daughter; d) insuring that the at least one radionuclide daughter contains the radionuclide product; e) passing the at least one radionuclide daughter through a second ion exchange column and separating the at least one radionuclide daughter from the radionuclide product and f) recycling the at least one radionuclide daughter by adding it to the ""cow"". In one embodiment the radionuclide ""cow"" is the  227 Ac, the at least one daughter radionuclide is a  227 Th and the product radionuclide is the  223 Ra and the first nitrate form ion exchange column passes the  227 Ac and retains the  227 Th. In another embodiment the radionuclide ""cow""is the  229 Th, the at least one daughter radionuclide is a  225 Ra and said product radionuclide is the  225 Ac and the  225 Ac and nitrate form ion exchange column retains the  229 Th and passes the  225 Ra/Ac."	2AD
5862193	Production of .sup.186 Re, .sup.188 Re and other radionuclides via inorganic szilard-chalmers process	1. A method for producing a radionuclide via a (n,γ) Szilard-Chalmers reaction, the method comprising    irradiating a target with neutrons in the presence of an oxidizing agent to form an irradiated mixture, the target comprising a metal target nuclide in the form of a metallic element or an inorganic metallic compound or salt, the irradiated mixture comprising (a) an oxidized product nuclide formed by reaction of the target nuclide with neutrons via a (n,γ) reaction and with the oxidizing agent via an oxidation reaction, and (b) unreacted target nuclide which has not reacted with a neutron or with the oxidizing agent,  controlling oxidation of target nuclide which has not reacted with a neutron, and  separating the oxidized product nuclide from unreacted target nuclide.	Methods for the production of radionuclides suitable for use in radiopharmaceuticals for diagnostic and therapeutic applications, and specifically, to the production of  186 Re,  188 Re and other radionuclides such as  195m Pt and  198 Au using an inorganic Szilard-Chalmers reaction. Thin-film and powdered  185 or 187 Re° metal targets, and  185 or 187 Re oxide/metal oxide target compositions with rhenium in a lower, relatively reduced oxidation state are prepared. The thin-film rhenium targets are aged for at least about 24 hours and then irradiated with neutrons in the present of an oxidizing medium sufficient to form a product nuclide in the higher oxidized state of perrhenate, ReO 4  - . Significantly, the rate and/or extent of oxidation of target nuclides which do not react with a neutron is controlled. For example, oxidation of such non-bombarded target nuclides is minimized by irradiating under vacuum, controlling the amount of oxidizing agent present, cooling during irradiation, etc. The product nuclide is recovered by dissolving the perrhenate in a non-oxidizing solvent such as water or saline.	2AB
5865906	Energy-band-matched infrared emitter for use with low bandgap thermophotovoltaic cells	1. A thermophotovoltaic generator system comprising an infrared emitter and a low bandgap photovoltaic converter assembly, wherein the emitter further comprises a host refractory coordination compound with low emissivity in the 1 to 5 micron range in its pure state, wherein the host refractory compound is doped with a sufficient number of substitutional ions to create a material for emitting near blackbody radiation in a wide wavelength band above a threshold energy level and for emitting an amount of radiation at wavelengths longer than the threshold level, and wherein the infrared responding photovoltaic converter is matched to the emitter for absorbing power above the same threshold energy level.	A thermophotovoltaic generator includes an infrared cobalt oxide doped refractory ceramic emitter having a broad power band region which is matched with the energy conversion band of a low bandgap thermophotovoltaic cell receiver. The generator is provided with a heat source or is constructed for mounting on a heat source or for holding a heat source, such as a RADIOISOTOPE. The generator is compatible with any heat source, including, but not limited to, a hydrocarbon flame, nuclear reactors, and RADIOISOTOPEs. The emitter is made of a refractory ceramic material such as cobalt oxide doped alumina or magnesia. The refractory compound of the emitter is preferably doped with a small number of substitutional ions to create a material for emitting near blackbody radiation in a wide wavelength band above a threshold energy level and a minimal amount of radiation at wavelengths longer than the threshold level. In preferred embodiments of the present invention, the cobalt oxide doped emitter strongly emits infrared radiation in a wavelength interval between about 1 and 2.1 microns. The photovoltaic cells of the receiver are preferably of Ge cells, GaSb cells, In(1-z)Ga(z)As cells and Ga(1-x)In(x)Sb(1-y)As(y), where x and y range between 0 and 0.2 and z ranges between 0.3 and 0.7. A silica heat shield may be positioned between the emitter and the receiver when combustion heat sources are used for confining the combustion byproduct gases.	2AD
5867546	Method and apparatus for production of radioactive iodine	1. An apparatus for producing radioactive  125 I, which comprises:    a housing which is gas-tight and submersible in a nuclear reactor water pool and defining an interior chamber, said housing having upper and lower separable portions to permit access to said interior chamber,  a first enclosure within said chamber arranged to permit neutron irradiation of  125 Xe gas contained therein by the nuclear reactor,  a second removable enclosure within said chamber connected in interruptible fluid flow relationship with said first enclosure for transfer of irradiated xenon gas from said first enclosure to said second enclosure to permit decay of  125 Xe to  125 I in said second enclosure free from neutron flux,  said second enclosure having valved inlet/outlet port means to permit  124 Xe to be received into said apparatus, to permit  125 I solution to be discharged from said second enclosure, and to permit the passage of xenon gas between said first and second chambers,  first pump means operably connected to said first enclosure for precipitating  124 Xe received into said apparatus through said valved port means when said first and second enclosures are in fluid flow relationship and for providing gaseous xenon in said first enclosure when said first and second enclosures are out of fluid flow relationship, and  second pump means operably connected to said second enclosure for precipitating irradiated xenon received from said first enclosure when said first and second enclosures are in fluid flow relationship and for providing gaseous irradiated xenon in said second enclosure when said first and second enclosures are out of fluid flow relationship.	Iodine-125 is produced by neutron irradiation of  124 Xe gas to form  125 Xe and permitting decay of  125 Xe to form  125 I. Irradiation of the xenon-124 is effected in a first chamber within an enclosure and decay is effected in a second chamber within the enclosure and free from neutron flux. The apparatus is submersible in a nuclear reactor pool so as to absorb any radiation escaping the apparatus during the process. Xenon can be caused to move between the chambers remotely, underwater. The second chamber is removable from said enclosure and is transported to a suitable location to recover the  125 I from its interior. Such recovery is effected by admitting an aqueous wash solution into the second chamber, whereupon it is heated, causing water from the wash solution to reflux and cleanse the interior surfaces of the second chamber, thus creating an aqueous solution of  125 I, which then is caused to drain into a suitable container.	2AB
5910971	Method and apparatus for the production and extraction of molybdenum-99	1. A method of collecting molybdenum-99 from fission products produced in a nuclear reactor, the method comprising:    providing a homogeneous solution nuclear reactor having a 20 to 100 kilowatt rating;  using a uranyl sulfate solution as a homogeneous fissionable material in the reactor;  running the reactor, thereby produce fission products including molybdenum-99 in the uranyl sulfate solution;  shutting down the reactor and allowing it to cool down;  pumping the uranyl sulfate solution from the top of the reactor through a heat exchanger means to cool the uranyl sulfate solution to below 30° C.;  passing the cooled uranyl sulfate solution to a column containing a sorbent for the selective absorption of Mo-99 and returning the non-absorbed portion of the uranyl sulfate back to the bottom of the reactor, the process continuing until substantially all of the uranyl sulfate solution has passed through the sorbent;  thereafter passing water through the sorbent column, said water being derived from recombining the H 2 and O 2 gases given off during the running of the reactor to thereby maintain the concentration of the uranyl sulfate solution; and  thereafter passing nitric acid through the sorbent to extract the Mo-99 from the sorbent and collecting the resulting solution in a separate container.	The current invention involves a means for the production and extraction of the isotope molybdenum-99 for medical purposes in a waste free, simple, and economical process. Mo-99 is generated in the uranyl sulphate nuclear fuel of a homogeneous solution nuclear reactor and extracted from the fuel by a solid polymer sorbent with a greater than 90% purity. The sorbent is composed of a composite ether of a maleic anhydride copolymer and α-benzoin-oxime.	2AB
5949836	Production of RADIOISOTOPEs with a high specific activity by isotopic conversion	1. An apparatus for sequentially producing a concentration of at least one product isotope by an isotopic conversion reaction, comprising:    a) a beam source for generating a photon beam along a beam axis, and  b) a target assembly containing increments of target material displaced in-series along the beam axis, said increments including a targeted isotope which converts to the product isotope with irradiation by the photon beam, an increment of the target material proximal to the beam source being removable from the target assembly with product isotope while leaving target material which had been irradiated through the removed increment for further irradiation by the photon beam.	An apparatus, and method, are disclosed for producing a high specific activity of a RADIOISOTOPE in a single increment of target material, or sequentially within in-series increments of target material, by exposing a targeted isotope in the target material to a high energy photon beam to isotopically convert the targeted isotope. In particular, this invention is used to produce a high specific activity of Mo 99, of at least 1.0 Ci/gm or preferably at least about 10.0 Ci/gm, from Mol 100 .	2AC
5962597	Solid polymer sorbent for MO-99 extraction and its method of production	1. A composition of matter suitable for extracting Mo-99 from the fission byproducts of a uranyl sulfate nuclear-fueled homogeneous-solution nuclear reactor, comprising a compound of the formula:  Wherein X=OC 6 H 4 O--; --OC 2 H 4 O--; --HN(CH 2 ) 6 NH--; or --OCH 2 CH(OH)CH 2 O-- and R=styrene, acrylic acid ether or vinyl acetate.	A polymer sorbent for the extraction of Mo-99 from the fission byproducts of a uranyl sulfate nuclear-fueled homogeneous-solution nuclear reactor and the method of producing the sorbent are described. This sorbent is produced from a maleic anhydride copolymer and α-benzoin-oxime. The sorbent is produced by reacting a mixture of maleic anhydride copolymer, a bifunctional organic compound (hydrochinon, diethyleneglycol, hexamethylene diamine, glycerol, ethyleneglycol), and α-benzoin-oxime in the ratio of 1:(0.25-0.50):(0.75-0.5) in a polar organic solvent (dioxane, dimethyl formamide, or toluene) in the temperature range of 90°-95° C. with constant stirring for 1 to 2 hours. The resultant product is then cooled to room temperature and flushed 3-5 times with cold water. A white stringy product results. This is dried and crushed. Particles of 1-2 mm in diameter are selected for the solid sorbent.	2AA
5987087	Process for the production of RADIOISOTOPEs of selenium	1. A method of producing RADIOISOTOPEs of selenium comprising the steps of:    a. irradiating an arsenide-based powder target in a sealed container with accelerated charged particles, whereby RADIOISOTOPEs of selenium, arsenic, zinc, sodium, and other radionuclides are produced;  b. combining the irradiated arsenide target material with a metallic reagent;  c. inserting said combination into a tube capable of being heated such that a temperature gradient can be established;  d. maintaining a flow of purified inert gas through said tube;  e. heating said irradiated target to between 1200 and 1330° C. for a period sufficient to cause the selenium to be sublimed and deposited by the inert gas flow on the cooler downstream walls of the tube; and  f. removing the selenium deposits from the walls of the tube by acid or alkaline solutions.	A beam of accelerated charged particles irradiates an arsenide target, such as gallium arsenide or aluminum arsenide, to produce RADIOISOTOPEs of selenium and other radionuclides. The irradiated target is placed in a niobium, tantalum, or graphite vessel and inserted into a tube. Metallic reagents consisting of an alloy of iron, nickel, and chromium (stainless steel) or metallic aluminum are mixed with the target material. The target is then heated to 1000-1100° C. The metallic reagents prevent arsenic sublimation, destroy the crystalline structure of arsenide target, and remove other impurities, such as zinc-65. The target is then heated a second time to about 1300° C. causing the selenium-72 to sublime and be deposited on a cooler wall of the tube or on a catcher foil surface. The deposited selenium-72 is recovered from the tube or foil.	2AC
6011825	Production of .sup.64 Cu and other radionuclides using a charged-particle accelerator	1. A method for producing a radionuclide from a target nuclide using an accelerator capable of generating a beam of charged particles at energies of at least about 5 MeV, the method comprising    loading a solid target comprising the target nuclide in a target holder mounted in line with the charged-particle beam generated by the accelerator and adapted to releasably hold the target in position for irradiation by the charged-particle beam,  irradiating the target held by the target holder with the charged-particle beam at energies of at least about 5 MeV to form the radionuclide,  removing the irradiated target from the target holder, transferring the removed irradiated target to an automated separation system, and  separating the radionuclide from unreacted target nuclide using the automated separation system.	Radionuclides are produced according to the present invention at commercially significant yields and at specific activities which are suitable for use in radiodiagnostic agents such as PET imaging agents and radiotherapeutic agents and/or compositions. In the method and system of the present invention, a solid target having an isotopically enriched target layer electroplated on an inert substrate is positioned in a specially designed target holder and irradiated with a charged-particle beam. The beam is preferably generated using an accelerator such as a biomedical cyclotron at energies ranging from about 5 MeV to about 25 MeV. The target is preferably directly irradiated, without an intervening attenuating foil, and with the charged particle beam impinging an area which substantially matches the target area. The irradiated target is remotely and automatically transferred from the target holder, preferably without transferring any target holder subassemblies, to a conveyance system which is preferably a pneumatic or hydraulic conveyance system, and then further transferred to an automated separation system. The system is effective for processing a single target or a plurality of targets. After separation, the unreacted target material can be recycled for preparation of other targets. In a preferred application of the invention, a biomedical cyclotron has been used to produce over 500 mCi of  64 Cu having a specific activity of over 300 mCi/μg Cu according to the reaction  64 Ni(p,n) 64 Cu. These results indicate that accelerator-produced  64 Cu is suitable for radiopharmaceutical diagnostic and therapeutic applications.	2AC
6056929	Method and apparatus for production of radioactive iodine	1. A method of removing  125 I from the interior of a decay chamber in which said  125 I is formed by decay of  125 Xe, said decay chamber comprising an elongate housing having a valved closure at one end thereof and from which xexon is absent which comprises:    attaching a needle to said valved closure,  immersing said needle in a body of degassed aqueous sodium hydroxide solution,  opening said valved closure and permitting agueous sodium hydroxide solution to pass through the opened valved closure in the interior of the housing,  closing said valved closure,  effecting reflux of said aqueous sodium hydroxide solution within said chamber with said elongate housing in a generally vertical orientation to evaporate water for a pool of said aqueous sodium hydroxide solution at a lower end of said elongate housing to condense evaporated water vapor on the internal walls of the chamber to dissolve  125 I from the internal walls of said chamber and to flow condense back into said pool of aqueous sodium hydroxide solution to form an aqueous solution of  125 I within said chamber, and thereafter  opening said valved closure and permitting said aqueous solution of  125 I to flow by gravity through said needle to a storage vessel, thereby removing said solution of  125 I from said chamber.	Iodine-125 is produced by neutron irradiation of  124 Xe gas to form  125 Xe and permitting decay of  125 Xe to form  125 I. Irradiation of the xenon-124 is effected in a first chamber within an enclosure and decay is effected in a second chamber within the enclosure and free from neutron flux. The apparatus is submersible in a nuclear reactor pool so as to absorb any radiation escaping the apparatus during the process. Xenon can be caused to move between the chambers remotely, underwater. The second chamber is removable from said enclosure and is transported to a suitable location to recover the  125 I from its interior. Such recovery is effected by admitting an aqueous wash solution into the second chamber, whereupon it is heated, causing water from the wash solution to reflux and cleanse the interior surfaces of the second chamber, thus creating an aqueous solution of  125 I, which then is caused to drain into a suitable container.	2AB
6060036	Radioactive seed implants	1. A pre-seed implant, comprising:    at least one carrier body having a surface; and  at least one stable isotope selected from palladium-102, xenon-124, barium-130, and ytterbium-168 ion-implanted substantially beneath the surface of said carrier body.	Past techniques utilized wet chemistry to produce a carrier free RADIOISOTOPE for a seed implant. However, by using the technique of ion implantation, it is possible to physically separate the precursor isotope by magnetic means and further, to physically direct a beam of these isotopically pure atoms and to embed them into a suitable carrier body. Thus, formation of the seed implant may be accomplished using dry techniques, that is, no liquid chemistry. The systems and methods disclosed herein are designed to produce a beam of a single stable isotope using an ion implanter and to further implant this single stable isotope below the surface of a carrier body. After neutron activation, these single stable isotopes will produce the isotopes iodine-125, palladium-103, cesium-131, or ytterbium embedded within the carrier body. Optionally, the carrier body may be encapsulated prior to activating the precursor isotope embedded in the carrier body.	2BA
6066302	Method of separation of Cesium-131 from Barium	1. A method for purifying Cs-131 comprising the steps of:    a. dissolving a quantity of barium comprised of Ba-131 and Cs-131 formed by radioactive decay of Ba-131 in an acid to form a solution;  b. separating the barium from said solution,  c. separating the Cs-131 from said solution.	A method of producing and purifying Cs-131 comprising the steps of dissolving irradiated Ba comprised of natural or enriched Ba including Ba-130, Ba-131, and Cs-131 from the decay of Ba-131, in an acid, precipitating the Ba, separating the Cs-131 using an ion exchange media, and eluting the Cs-131 from the exchanger to recover the purified Cs-131.	2AB
6130926	Method and machine for enhancing generation of nuclear particles and radionuclides	1. An apparatus for recirculating charged particles through a single target location, the apparatus comprising:    a cyclotron having a center and at least one resonator for acting upon charged particles drawn into the cyclotron at the center thereof so that the charged particles increase in energy and are moved along a path which spirals radially outward from the center of the cyclotron in conjunction with the increase in energy of the charged particles; and  target means positionable in the radially-outward spiral path of the charged particles so that the charged particles strike the target means and wherein the target means permits the charged particles to pass therethrough following an absorption by the target of a small portion of the energy of the charged particles so that upon passing through the target means, the charged particles possess a reduced amount of energy and begin to spiral radially-inwardly of the cyclotron; and  the at least one resonator, the energy absorbed by the target means, and the distance of the target means from the at least one resonator are coordinated so that the at least one resonator restores energy to the reduced-energy charged particles after the particles pass through the target means so that the charged particles of reduced-energy increase in energy and once again begin to spiral radially outward from the center of the cyclotron toward the target means.	A cyclotron and a target system containing rotating foils composed of target nuclide to undergo nuclear reactions with the beam from the cyclotron are integrated into one unit such that the foils intercept the orbit of the accelerating beam in the cyclotron. Accordingly, the beam strikes the foils to undergo nuclear reaction therein and to correspondingly lose a small portion of its energy in its passage through the foils. The transmitted beam from the foils gains the lost energy to the foils as it circulates in the accelerating zone of the cyclotron and subsequently re-strikes the foils. This process of continuing strikes results in accumulation of the beam current striking the foils and proportionally increases the rate of nuclear reactions. Since the beam after striking the foils is re-circulated and regains the energy loss to the foils, the integrated unit is termed the Recyclotron. The targets are designed to dissipate the heat from the beam load primarily by radiation. The Recyclotron seems to be an ideal machine for producing neutrons for Boron Neutron Capture Therapy by accelerating a beam of proton and using beryllium foils. It may also be used for generating other secondary nuclear particles from charged particles other than proton. The Recyclotron may also be used to enhance generation of a radionuclide from a target that has a high melting point and can be made into a thin foil. Specific example is generation of palladium 103 from a beam of proton striking rhodium 103 foils.	2AC
6143431	Production of Palladium-103	1. A method for the production of Pd-103 comprising;    i) providing a target material enriched with Pd isotopes comprising atomic masses equal to or greater than Pd-103;  ii) applying the target material onto a target support;  iii) irradiating the target material with protons or deuterons of sufficient incident energy and time to convert at least some of the Pd isotopes within the target material to Pd-103; and  iv) purifying Pd from the non-Pd components.	Palladium-103 radiochemical of high radionuclidic purity can be produced in commercial scale quantities by irradiating enriched Palladium targets comprising a mixture of Pd isotopes with protons or deuterons in the 10-50 MeV energy range. Commercially viable batch sizes with acceptable specific activity of the product Pd-103 are achieved by adjusting the irradiation energy, irradiation time, irradiation current, current density, plated target mass, plated target shape, plated target size, target isotope enrichment levels, and incident angle of the target to the beam. The method for the production of Pd-103 comprises providing a target material enriched with Pd isotopes comprising atomic masses equal to or greater than Pd-103, applying the target material onto a target support; irradiating the target material with protons or deuterons of sufficient incident energy and time to convert at least some of the Pd isotopes within the target material to Pd-103; and purifying Pd from the non-Pd components.	2AC
6153154	Method for sequential injection of liquid samples for RADIOISOTOPE separations	1. A method for separating a short lived daughter isotope from a long lived parent isotope, comprising the steps of:    (a) filling a bi-directional pump and a tubing segment connected thereto with a buffer liquid;  (b) drawing a volume of a gas in contact with the buffer liquid by withdrawing a first amount of said liquid buffer;  (c) drawing a first liquid sample of a mixture of said short lived daughter isotope and said long lived parent isotope into the tubing segment by withdrawing a second amount of the buffer liquid, wherein said first liquid sample is separated from said buffer liquid by the volume of the gas; and  (d) passing said first liquid sample through a separator to obtain the short lived daughter isotope.	"The present invention is a method of separating a short-lived daughter isotope from a longer lived parent isotope, with recovery of the parent isotope for further use. Using a system with a bi-directional pump and one or more valves, a solution of the parent isotope is processed to generate two separate solutions, one of which contains the daughter isotope, from which the parent has been removed with a high decontamination factor, and the other solution contains the recovered parent isotope. The process can be repeated on this solution of the parent isotope. The system with the fluid drive and one or more valves is controlled by a program on a microprocessor executing a series of steps to accomplish the operation. In one approach, the cow solution is passed through a separation medium that selectively retains the desired daughter isotope, while the parent isotope and the matrix pass through the medium. After washing this medium, the daughter is released from the separation medium using another solution. With the automated generator of the present invention, all solution handling steps necessary to perform a daughter/parent radionuclide separation, e.g. Bi-213 from Ac-225 ""cow"" solution, are performed in a consistent, enclosed, and remotely operated format. Operator exposure and spread of contamination are greatly minimized compared to the manual generator procedure described in U.S. patent application Ser. No. 08/789,973, now U.S. Pat. No. 5,749,042, herein incorporated by reference. Using 16 mCi of Ac-225 there was no detectable external contamination of the instrument components."	2AD
