,patent_id,class,title,claim,abstract
27,7133327,AAA,Method and system for measuring the velocity of a vessel relative to the bottom using velocity measuring correlation sonar,"1. A method for measuring a vessel's velocity relative to the bottom using a correlation velocity measuring sonar, the method comprising steps of (1) Select a transmit code for acoustic pulses; (2) according to the transmit code, transmitting acoustic pulses into a fluid medium, and receiving echo signals backscattered by flow layers and the bottom; (3) excute step (4) if the echo signals in step (2) includes bottom echo signals, otherwise return back to step (1) if the echo signals in step (2) do not include bottom echo signals; (4) Demodulate and filter the bottom echo signals, and calculate the data bottom medium temporal and spatial correlation function matrix according to the bottom echo signals; (5) Extract a data matrix for fitting from the data bottom medium temporal and spatial correlation function matrix derived from step (4); (6) set a search range of the unknown parameter ensemble Θ1={{overscore (V)}1x, {overscore (V)}1y, γ}, wherein {overscore (V)}1x, {overscore (V)}1y are average values of vessel's velocities relative to the bottom in x, y directions respectively, γis width factor; (7) Fit the data matrix for fitting derived from the step (5) with a theoretical function in the search range of the unknown parameter ensemble Θ1; the theoretical function being  φ(d, Θ1, τ)=B J0(γ β2 θ)  wherein B is a constant, θ is the incident angle of the acoustic wave, τ is time delay, d is distance between receive elements of the sonar array, J0(•) is zero-rank Bessel function;  [Image] wherein ω0 is the central frequency of the transmit signal, c is the velocity of sound, dx and dy are components of d in x direction and y direction respectively; (8) Attain average values {{overscore (V)}1x, {overscore (V)}1y,} of velocities relative to the bottom derived from the fitting results, and storing the results.","A method and a system for measuring the velocity of a vessel relative to the bottom using a velocity measuring correlation sonar are disclosed. The present invention provides a new theoretical expression for the bottom medium sonar array temporal and spatial correlation function. The velocity of the vessel relative to the bottom is derived by fitting experimental data to a theoretical function. The bottom medium sonar array temporal and spatial correlation function of the present invention is succinctly expressed in zero-rank Bessel function, and well coincided with experiments. The function is applicable not only to far field region, i.e. planar wave region, but also to Fraunhofer region, i.e. spherical wave region. Transmit transducers and receive transducers are multistatic in the velocity measuring correlation sonar of the present invention, so the transmit beam width and the receive beam width can be selected reasonably. The present invention is applicable to measuring the velocity of the vessel relative to the bottom with high measurement accuracy, small calculation load, good robustness and fast convergence."
28,7160158,AAA,Engine control arrangement for watercraft,"1. A method of controlling a marine engine associated with a watercraft having a steering device operable by a rider of the watercraft, an engine, and an engine power output request device operable by a rider of the watercraft, the method comprising determining a deceleration of the watercraft when the watercraft is at an elevated watercraft speed, detecting a steering force applied to the steering device, and controlling the power output of the engine such that the power output of the engine is greater than that corresponding to a state of the power output request device and based on the detected steering force during the deceleration.","A watercraft has an engine that is controlled to provide a comfortable and natural operational feeling during an off-throttle steering environment. The engine is controlled by detecting engine speed, using the detected engine speed to establish an accurate watercraft speed, and detecting an operator steering torque and operator engine torque request. An operational characteristic of the engine is adjusted to increase the engine output by a predetermined amount after a predetermined steering torque is measured and the watercraft is determined to be in a predetermined deceleration phase. The operational characteristic can be an increase in airflow to the engine."
29,7177734,AAA,System and method for testing a control system of a marine vessel,"1. A method for testing a control system (2) in a vessel (4), in which said control system (2) comprises control and monitoring of said vessel (4) with control signals (13) to one or more actuators (3), said method comprising the following sequential steps: acquisition in real time of sensor signals (7) to said control system (2) from one or more sensors (8) over a first sensor signal line (12) to said control system (2); acquisition of command signals (9) to said control system (2) from a command input device (10) over a second signal line or command signal line (11) to said control system (2); computation in a control algorithm (31) in said control system (2) on basis of one or more of said sensor signals (7) and said command signals (9), and sending of said control signals (13) over a third signal line (14) to said actuators (3) characterised by disconnection of one or more of said sensor signals (7) from one or more of said sensors (8) or of said command signals (9) from said control input devices (10), so that the selected sensor signals (7) or command signals (9) do not flow to said control system (2), and replacement of one or more of said disconnected sensor signals (7) or said command signals (9), with corresponding simulated sensor signals (7′) or simulated command signals (9′) that are generated in a remote test laboratory 40) with respect to said vessel (4) and are sent over a communication line (6) over one or more of said signal lines (12, 14) to said control system (2); continued computation in said control system (2) on basis of said real and/or said simulated sensor signals (7a or 7a′, 7b or 7b′, 7c or 7c′, . . . ) or said real and/or said command signals (9a or 9a′, 9b or 9b′, 9c or 9c′, . . . ) of control signals (13′), and sending of said control signals (13′) over said communication line (6) to said remote test laboratory (40).","A system for testing a control system in a vessel, comprising: sensors on board the vessel; command input devices on board the vessel to send desired position, course, velocity; an algorithm in the control system for the computation of control signals to the vessel actuators; communication lines for sending simulated command signals from a remote test laboratory to the control system; a simulator including an algorithm for the simulation of the new dynamic state of a vessel model based on a previous state; where the communication line is arranged for sending back the new simulated stare of the vessel model in the form of simulated sensor signals for continued computation to achieve desired position, course, velocity; and where the communication line is sending the response from the control system to the remote test laboratory."
30,7204196,ABA,Powered boat hull,"1. A boat hull comprising: a bow and a stern, the stern having stern skirts; a waterline extending between said bow and said stern; a hull skirt on each sided of the hull; a pair of hull tunnels under the hull; a pair of stern skirt tunnels extending axially in a direction from a forward end of the hull skirt toward said stern; a pair of flexible cambered bow foils supported on sides of said bow beneath the water line, said flexible cambered foils being capable of controlling a flow within said stern skirt tunnels and creating a dense spray in said stern skirt tunnels while cushioning shock and lifting said bow; a first adjustable cambered foil in each of the hull tunnels mounted to the bottom of the hull skirt, a second adjustable cambered foil in each of the hull tunnels mounted parallel to the waterline and to the top of the hull skirt, and a third adjustable cambered foil in each of the hull tunnels mounted parallel to the hull, the three adjustable cambered foils being adjustably positioned within each of the hull tunnels in order to generate lift from a pressure being generated by the dense spray within each of the hull tunnels, a first cambered foil in each of the stern skirt tunnels mounted on a bottom of the respective stern foil skirt of each of the stern skirt tunnels; and a second cambered foil in each of the stern skirt tunnels mounted parallel to the waterline and on top of the respective stern foil skirt, in order to prevent air from escaping and to compress the dense spray and thereby lift the stern, wherein the hull is a V-bottom hull, with the flexible cambered bow foils mounted on opposite outer faces of the V-bottom hull.","A hydrofoil craft, particularly a method of economically modifying a conventional hull with cambered foils to obtain and calculate increased lift from dense spray and to achieve enhanced craft performance is disclosed. The present invention improves speed, fuel efficiency and rough water stability, reduced pitch and vertical accelerations. A catamaran or V-bottom hull is modified with chine mounted aerofoils, flexible dihedral cambered foils positioned beneath the water line and on either side of the bow so as to create turbulence in the forward end of a tunnel(s). Tunnels are created on the V-bottom hull by the chine mounted aerofoils. Fixed forward tunnel cambered foil(s) and/or fixed or adjustable center tunnel cambered foils at the stern end of the tunnel to generate lift from pressure caused by dense spray in the tunnel(s) may also be provided. Adjustable cambered stern foils are mounted on the transom end of the tunnels."
31,7308357,AAA,Component navigation system for a sailing vessel,"1. A component navigational system, comprising: a video interface unit adapted to be disposed on a marine vessel; a card-cage unit adapted to be disposed on a marine vessel, wherein the card-cage unit comprises; at least a first purpose-built printed circuit board having a central processing unit, wherein the central processing unit is in communication with the video interface unit; at least a second purpose-built printed circuit board having a power supply; at least a third and fourth purpose-built printed circuit board each having a different function selected from the group consisting of: depth sounder, speedometer, anemometer, gyrocompass, GPS receiver, chart plotter, radar interface, autopilot interface, weather band receiver, CD-ROM unit, read/write CD-ROM unit, engine parameter monitor, DC power monitor, and collision avoidance unit, wherein the at least first, second, third, and fourth purpose-built printed circuit board have the same physical dimensions; a parallel signal bus connecting the signal circuits of the at least first, second, third, and fourth purpose-built printed circuit boards; a power distribution bus connecting the signal circuits of the at least first, second, third, and fourth purpose-built printed circuit boards; and multiple input sensors and output devices connected to the purpose-built printed circuit boards. ","A component navigational system comprising a video interface unit and multiple purpose-built printed circuit boards that are presented in a card cage unit. A number of the printed circuit boards will be further connected to input sensors for measuring various parameters while other printed circuit boards will be connected to specific output devices. The individual units are comprised of computer and/or electronic and/or electro/mechanical devices. The video interface unit provides single point access to all navigational data as well as providing a user interface for the system. The card-cage unit has multiple bus structures with a plurality of sockets for connection to a power supply, a central processing unit and the purpose built printed circuit boards. The purpose-built printed circuit boards and the central processing unit will communicate bi-directionally by means of a parallel signal bus. The central processing unit will thus be able to process input data, display appropriate information and logically control a specific output device."
32,7318389,AAA,"Device and method for controlling trimming flaps on a watercraft, as well as a watercraft having a corresponding device","1. Device for controlling trimming flaps (12, 13) of a watercraft (10) having at least one hydraulic system (18) for adjustment of an inclination angle (15) of the associated trimming flap (12, 13), characterized in that each of the at least one hydraulic system (18) has an associated flowmeter (21) which detects the flow of hydraulic fluid in the respective hydraulic system (18) in order to determine the inclination angle (15) of the associated trimming flap (12, 13).","A device for controlling trimming flaps (12, 13) of a watercraft (10), preferably having two trimming flaps (12, 13) and in each case at least one hydraulically operated for adjustment of the inclination angle (15) of the associated trimming flap (12, 13). The invention provides that the or each hydraulic system (18) has an associated flowmeter (21) which detects the flow of hydraulic fluid in the hydraulic system (18) in order to determine the inclination angle (15) of the associated trimming flap (12, 13). This makes it possible to dispense with external measurement devices for detection of the position of the trimming flaps, for example appropriate position sensors. The invention also relates to a corresponding method, and to watercraft having a corresponding device."
33,7327286,AAA,Marine vessel monitoring system,"1. A marine vessel monitoring system comprising: an electronic storage device storing baseline bilge pump data; a plurality of bilge pump sensors to monitor a bilge pump of a marine vessel, the bilge pump having at least two operative states that are detected by the plurality of bilge pump sensors, the plurality of bilge pump sensors including a bilge pump high water sensor, a bilge pump cycle count sensor, and a bilge pump power sensor; and a telemetry unit to receive input data from the plurality of bilge pump sensors indicating a state of each of the plurality of bilge pump sensors and transmit a telemetry signal to a remote receiver, the telemetry signal including data indicating the state of each of the plurality of bilge pump sensors and the baseline bilge pump data.",The marine vessel monitoring system of the present invention enables marine vessel owners to monitor their vessels when they are unable or unavailable to personally do so. The system of the present invention provides an efficient method for inspecting and repairing a designated marine vessel at periodic intervals and for reporting the results of such inspections and repairs to the vessel's owner in a timely manner for the owner's review and consideration.
34,7343261,AAA,Underwater sensor transmitter probe,1. An electronic apparatus for measuring water speed and water temperature and periodically transmitting said measured data onto a downrigger cable comprising: a) a housing; b) a rotor; c) a battery compartment; d) a battery access cover; e) a microcontroller; f) circuitry to sense when said apparatus is in and out of water; g) a means to measure temperature of said water; h) a means to measure rotation of said rotor; i) a driver circuit for transmitting data onto said downrigger cable; and j) a means for electrically connecting an output signal by said apparatus to a downrigger cable.,An electronic apparatus for measuring water speed and water temperature then periodically transmitting said data during controlled depth fishing wherein an underwater probe is secured to and insulated conductive downrigger cable and gathers and relays data though the cable to a remote receiver/display unit disposed on the watercraft.
35,7367854,AAA,Method of steering a boat with double outboard drives and boat having double outboard drives,"1. Method of regulating engine speed and steering in the event of fault detection in a control system in a boat with two engines (40), which are speed-controlled by electronic engine control means (34) depending on signals from sensors (35) which are coordinated with manually operable gear and throttle controls (36), and an outboard drive (5) coupled to each engine, which has an underwater housing (36) which is rotatable relative to the hull of the boat and in which at least one propeller shaft (7,8) can be driven via an electrically operated transmission (13-18), with forward, neutral and reverse gear, arranged in a housing in the drive and the rotation of which is regulated by means of an electric servomotor (26) controlled by an electronic control unit (31) depending on signals to the control unit from a sensor (32) coordinated with manually operable steering means (30), characterized in that—in the event of detection of a fault in the control system of one drive (5) during driving—the following measures are initiated automatically by the engine and drive control electronics (34, 31): gradual reduction of the engine speed from a speed within the higher speed range of the engine to a predetermined lower speed in at least the internal combustion engine belonging to the drive with the control system in which the fault has been detected, alarm for a driver, locking of the drive with the control system in which the fault has been detected in the current steering position, limiting of the maximum permitted engine speed to a lower speed than the maximum speed in at least the engine belonging to the drive with the control system in which the fault has been detected after acknowledgement from the driver that the fault detection has been noted.","Boat with a hull with double engines which are controlled by a respective electronic engine control unit and are coupled to a respective outboard drive, which drives are driven by electric servomotors/electronic drive control units. The drive control units communicate with the engine control units and continuously monitor the steering function of the drives and together with the engine control units, upon detection of a steering fault in a control system, gradually to reduce the speed of the engine in question to idling, to activate an alarm, to reduce the throttle of the other engine, to disengage and lock in neutral position the gear of the failing drive, and to lock the drive in the current angular position. After acknowledgement from the driver, neutral lock is cancelled and a gear can be engaged. The associated engine can then be used with but limited to approximately half throttle."
36,7384321,AAA,Throttle opening controller for small planing boat,"1. A small planing boat comprising a hull, an engine supported in the hull, a fuel tank, a remaining fuel detector adapted to measure the amount of fuel remaining in the fuel tank, a throttle valve adapted to open and close so as to regulate a supply of air to the engine, an acceleration input device configured to be operable by an operator of the boat, and a throttle control, the throttle control adapted to control opening and closing of the throttle valve to generally correspond to operation of the acceleration input device by the boat operator, the throttle control further adapted to limit the degree of opening of the throttle valve when the detected amount of fuel remaining in the tank is equal to or less than a preset threshold.","A throttle opening controller for one embodiment of a small planing boat includes: a throttle valve for changing the degree of opening in response to displacement of a throttle lever; a remaining fuel amount detector; a fuel consumption calculating means; and a throttle opening limiting means. In one embodiment, when a remaining fuel amount detected by the remaining fuel amount detector is equal to or below a preset value L1, the fuel consumption calculating means starts calculating total fuel injection amount. When a value, obtained by subtracting the total fuel injection amount from the preset value L1, is equal to or below a threshold L0, the throttle opening limiting means determines the degree of opening of the throttle valve based on an opening rate (k). An internal space of a fuel tank can be divided using a vertical partition into plural chambers. In addition, a knock sensor can be provided for an engine."
37,7384321,ABB,Throttle opening controller for small planing boat,"1. A small planing boat comprising a hull, an engine supported in the hull, a fuel tank, a remaining fuel detector adapted to measure the amount of fuel remaining in the fuel tank, a throttle valve adapted to open and close so as to regulate a supply of air to the engine, an acceleration input device configured to be operable by an operator of the boat, and a throttle control, the throttle control adapted to control opening and closing of the throttle valve to generally correspond to operation of the acceleration input device by the boat operator, the throttle control further adapted to limit the degree of opening of the throttle valve when the detected amount of fuel remaining in the tank is equal to or less than a preset threshold.","A throttle opening controller for one embodiment of a small planing boat includes: a throttle valve for changing the degree of opening in response to displacement of a throttle lever; a remaining fuel amount detector; a fuel consumption calculating means; and a throttle opening limiting means. In one embodiment, when a remaining fuel amount detected by the remaining fuel amount detector is equal to or below a preset value L1, the fuel consumption calculating means starts calculating total fuel injection amount. When a value, obtained by subtracting the total fuel injection amount from the preset value L1, is equal to or below a threshold L0, the throttle opening limiting means determines the degree of opening of the throttle valve based on an opening rate (k). An internal space of a fuel tank can be divided using a vertical partition into plural chambers. In addition, a knock sensor can be provided for an engine."
38,7389165,AAA,"Attitude angle control apparatus, attitude angle control method, attitude angle control apparatus control program, and marine vessel navigation control apparatus","1. An attitude angle control apparatus which controls an attitude angle of a part of a marine vessel, comprising: a measuring device for measuring the attitude angle of the part of the marine vessel and specific fuel consumption of the marine vessel or alternative values relating to the specific fuel consumption of the marine vessel; a statistical model generator for generating a statistical model based on data from the measuring device; and an attitude angle controller for selecting an optimum attitude angle of the part of the marine vessel based on the statistical model generated by the statistical model generator.","An attitude angle control apparatus, an attitude angle control method, and an attitude angle control apparatus control program select an optimum attitude angle in a short period of time without being affected by disturbances at sea by measuring attitude angles and specific fuel consumption during navigation for any combination of a hull and propeller, create a statistical model based on the measured data, and select an optimum attitude angle on the statistical model. A marine vessel navigation control apparatus includes a constant-speed navigation controller and a trim angle controller. The trim angle controller includes an evaluated-value calculation module which calculates evaluated values of the trim angle, a storage medium, a statistical model creation module which creates statistical models using the evaluated values stored in the storage medium as an explained variable, and predetermined information including the trim angle as an explanatory variable, and a target trim angle calculation module which calculates a target trim angle based on the statistical model."
39,7389165,ABA,"Attitude angle control apparatus, attitude angle control method, attitude angle control apparatus control program, and marine vessel navigation control apparatus","1. An attitude angle control apparatus which controls an attitude angle of a part of a marine vessel, comprising: a measuring device for measuring the attitude angle of the part of the marine vessel and specific fuel consumption of the marine vessel or alternative values relating to the specific fuel consumption of the marine vessel; a statistical model generator for generating a statistical model based on data from the measuring device; and an attitude angle controller for selecting an optimum attitude angle of the part of the marine vessel based on the statistical model generated by the statistical model generator.","An attitude angle control apparatus, an attitude angle control method, and an attitude angle control apparatus control program select an optimum attitude angle in a short period of time without being affected by disturbances at sea by measuring attitude angles and specific fuel consumption during navigation for any combination of a hull and propeller, create a statistical model based on the measured data, and select an optimum attitude angle on the statistical model. A marine vessel navigation control apparatus includes a constant-speed navigation controller and a trim angle controller. The trim angle controller includes an evaluated-value calculation module which calculates evaluated values of the trim angle, a storage medium, a statistical model creation module which creates statistical models using the evaluated values stored in the storage medium as an explained variable, and predetermined information including the trim angle as an explanatory variable, and a target trim angle calculation module which calculates a target trim angle based on the statistical model."
40,7398742,AAA,Method for assisting a steering system with the use of differential thrusts,"1. A method for controlling a marine propulsion system of a marine vessel, comprising the steps of: providing a first marine propulsion device attached to said marine vessel and configured to provide a first thrust on said marine vessel; providing a second marine propulsion device attached to said marine vessel and configured to provide a second thrust on said marine vessel; sensing an occurrence of a steering wheel movement associated with said marine vessel; causing said first and second marine propulsion devices to be aligned, said first and second thrusts being generally parallel to each other; varying the relative thrusts of said first and second marine propulsion devices as a result of said steering wheel movement; and measuring a speed of said marine vessel, wherein said varying step comprises the step of creating a differential thrust between said first and second marine propulsion devices which is determined as a function of said measured speed of said marine vessel, and said steering wheel rotation wherein the average magnitude of said first and second thrusts after said affecting step is performed is substantially equal to the average magnitude of said first and second thrusts before said affecting step is performed.","A steering assist system provides differential thrusts by two or more marine propulsion devices in order to create a more effective turning moment on a marine vessel. The differential thrusts can be selected as a function of the magnitude of turn commanded by an operator of the marine vessel and, in addition, as a function of the speed of the marine vessel at the time when the turning command is received."
41,7416456,AAA,Automatic trim system for a marine vessel,"1. A method for controlling the operation of a marine vessel, comprising the steps of: measuring a speed of said marine vessel; changing the trim angle of a marine propulsion device, relative to said marine vessel, to a trim angle magnitude which is selected as a function of said speed of said marine vessel; comparing said speed to a first speed magnitude; comparing said speed to a second speed magnitude, said second speed magnitude being greater than said first speed magnitude by a given difference corresponding to an auto trim interval in a plot of boat velocity versus trim angle during which auto trim angle said trim angle magnitude is selected as a function of said speed of said marine vessel; and performing said changing step during said auto trim interval when said speed is less than said second speed magnitude and greater than said first speed magnitude.",An automatic trim control system changes the trim angle of a marine propulsion device as a function of the speed of the marine vessel relative to the water in which it is operated. The changing of the trim angle occurs between first and second speed magnitudes which operate as minimum and maximum speed thresholds.
42,7422498,ABB,Ship with wave engulfing enhanced propulsors,"1. In an improved means for integrating a water propulsion system into a ship, the improvement comprising: a secondary at least in its majority hammerhead shaped bow disposed, at least in its majority, proximal a lower forward portion of a main bow of the ship, a bow oriented water propulsor having a first bow oriented ram water inlet disposed proximal a forward portion of the secondary at least in its majority hammerhead shaped bow of the main hull of the ship and said bow oriented ram water inlet, at least in its majority, defining an opening in a forward portion of the secondary at least in its majority hammerhead shaped bow of the ship to take in water directly approaching the secondary at least in its majority hammerhead shaped bow of the ship and wherein, when the ship is moving forward and the first bow oriented water propulsor is operating, water taken into the first bow oriented ram water inlet generates a hydrodynamic force on a bow wave of said ship thereby reducing energy of said bow wave.",Presented is a way to reduce the wave drag of high speed ships by ingesting wave energy into water propulsors disposed at the bow and/or on the sides of the main hull of the ship. A forward secondary bow disposed at a lower portion of the main bow of the ship is an optimum location to have bow water propulsor water inlets. Performance of the water propulsors can be enhanced by using Coanda effect water energizers at the inlets to the water propulsors. Water propulsor discharge is preferably into an air layer on the underside of the ship's main hull.
43,7422498,ACA,Ship with wave engulfing enhanced propulsors,"1. In an improved means for integrating a water propulsion system into a ship, the improvement comprising: a secondary at least in its majority hammerhead shaped bow disposed, at least in its majority, proximal a lower forward portion of a main bow of the ship, a bow oriented water propulsor having a first bow oriented ram water inlet disposed proximal a forward portion of the secondary at least in its majority hammerhead shaped bow of the main hull of the ship and said bow oriented ram water inlet, at least in its majority, defining an opening in a forward portion of the secondary at least in its majority hammerhead shaped bow of the ship to take in water directly approaching the secondary at least in its majority hammerhead shaped bow of the ship and wherein, when the ship is moving forward and the first bow oriented water propulsor is operating, water taken into the first bow oriented ram water inlet generates a hydrodynamic force on a bow wave of said ship thereby reducing energy of said bow wave.",Presented is a way to reduce the wave drag of high speed ships by ingesting wave energy into water propulsors disposed at the bow and/or on the sides of the main hull of the ship. A forward secondary bow disposed at a lower portion of the main bow of the ship is an optimum location to have bow water propulsor water inlets. Performance of the water propulsors can be enhanced by using Coanda effect water energizers at the inlets to the water propulsors. Water propulsor discharge is preferably into an air layer on the underside of the ship's main hull.
44,7465203,AAA,Watercraft speed control device,"1. An apparatus for controlling the velocity of a watercraft having an engine for propulsion, said apparatus comprising: an inertia measurement device capable of obtaining a measurement of the acceleration of said watercraft; a predetermined desired velocity of said watercraft and a predetermined desired acceleration of said watercraft; an engine speed algorithm capable of creating a first engine speed output correction from said predetermined desired velocity, said predetermined desired acceleration, and said acceleration measurement; and said first engine speed output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity.","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
45,7467051,ABB,Method and a system for testing of a power management system of a marine vessel,"1. A system for testing a power management system (2) of a marine vessel (1), in which said power management system (2) is arranged for controlling systems (6) that produce electrical energy, in which said power management system (2) is arranged for receiving first signals (9) from a power consuming system (7), in which said power management system (2) as a response to said first signals (9) is arranged for furnishing second control signals (10) to a power generation system (6) arranged for furnishing power (P) to said power consuming system (7), characterized by a simulator (120) arranged for being connected to said power management system (2), said simulator (120) including a simulated power consuming system (7′) arranged for receiving real and/or simulated control signals (8, 8′) pertaining to a desired state of said simulated power consuming system (7′), a simulated power generation module (6′) arranged for furnishing simulated power (P′) to said simulated power consuming system (7′), said simulated power consuming system (7′) arranged for furnishing simulated signals (9′) to said power management system (2), said power management system (2) arranged for furnishing control signals (10) to said simulated power generation system (6′) as a response to said simulated signals (9′), said simulated power generation system (6′) arranged for providing simulated power (P′) to said simulated power consuming system (7′) as a response to said control signals (10), for the functional, performance or failure mode testing of said power management system (2).","Herein disclosed is a system for testing a power management system (2) of a marine vessel (1), in which said power management system (2) is arranged for controlling systems (6) that produce electrical energy, in which said power management system (2) is arranged for receiving first signals (9) from a power consuming system (7). As a response to said first signals (9) said power management system (2) is arranged for furnishing second control signals (10) to a power generation system (6) arranged for furnishing power (P) to said power consuming system (7) and/or to one or more electrical power distribution grid (90),  characterized by a simulator (120) arranged for being connected to said power management system (2), said simulator (120) including a simulated power consuming system (7′) arranged for receiving real and/or simulated control signals (8, 8′) pertaining to a desired state of said simulated power consuming system (7′), a simulated power generation module (6′) arranged for furnishing simulated power (P′) to said simulated power consuming system (7′), said simulated power consuming system (7′) arranged for furnishing simulated signals (9′) to said real power management system (2), said real power management system (2) arranged for furnishing control signals (10) to said simulated power generation system (6′) as a response to said simulated signals (9′), said simulated power generation system (6′) arranged for providing simulated power (P′) to said simulated power consuming system (7′) as a response to said control signals (10), for the functional testing and/or failure mode testing of said power management system (2) under said simulated signals (9′).  "
46,7485021,AAA,Watercraft speed control device,"1. An apparatus for controlling the velocity of a watercraft having an engine for propulsion, said apparatus comprising: a velocity measuring device capable of obtaining a first measurement of the velocity magnitude of said watercraft; an inertia measurement device capable of obtaining a measurement of the acceleration of said watercraft; a predetermined desired velocity of said watercraft and a predetermined desired acceleration of said watercraft; an engine speed algorithm capable of creating a first engine speed output correction from said first velocity measurement, said predetermined desired velocity, said predetermined desired acceleration, and said acceleration measurement; said first engine speed output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity.","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
47,7491104,AAA,Watercraft speed control device,"1. An apparatus for controlling the velocity of a watercraft having an engine for propulsion, said apparatus comprising: a velocity measuring device capable of obtaining a first measurement of the velocity magnitude of said watercraft; an inertia measurement device capable of obtaining a measurement of the acceleration of said watercraft; a velocity algorithm capable of creating a second measurement of the velocity magnitude of said watercraft from said acceleration measurement; an observed velocity algorithm capable of creating an observed velocity measurement of the velocity of said watercraft from said first measurement of the velocity of said watercraft and said second measurement of the velocity of said watercraft; a predetermined desired velocity of said watercraft and a predetermined desired acceleration of said watercraft; an engine speed algorithm capable of creating a first engine speed output correction from said observed velocity measurement, said predetermined desired velocity, said predetermined desired acceleration, and said acceleration measurement; and said first engine speed output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity.","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
48,7494393,AAA,Watercraft speed control device,"1. An apparatus for controlling the velocity of a watercraft having an engine for propulsion, said apparatus comprising: a velocity measuring device capable of obtaining a measurement of the velocity magnitude of said watercraft; a predetermined velocity of said watercraft; an engine speed algorithm capable of creating a first engine speed output correction from said velocity magnitude and said predetermined velocity; a tachometer device capable of measuring the speed of said engine propelling said watercraft; an additional engine speed comparator capable of determining the engine speed error between said tachometer speed measurement and said first engine speed output correction of said engine speed algorithm; an engine torque algorithm capable of creating a first engine torque output correction from said engine speed error; and said first engine torque output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity.","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
49,7494394,AAA,Watercraft speed control device,"1. An apparatus for controlling the velocity of a watercraft having an engine for propulsion, said apparatus comprising: a velocity measuring device capable of obtaining a first measurement of the velocity magnitude of said watercraft; a GPS device capable of obtaining a second measurement of the velocity magnitude of said watercraft; a predetermined desired velocity of said watercraft; an engine speed algorithm capable of creating a first engine speed output correction from said first velocity measurement, said second velocity measurement, and said predetermined desired velocity; said first engine speed output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity.","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
50,7527538,ACA,Toe adjustment for small boat having multiple propulsion units,"1. A small boat comprising: a plurality of propulsion units mounted at a stern; a toe angle altering apparatus connected to the plurality of propulsion units, the toe angle altering apparatus being adapted to alter a toe angle of the plurality of propulsion units while the small boat is under way; a running state detecting apparatus mounted to the boat, the running state detecting apparatus being adapted to sense an operating characteristic of the small boat; a controller comprising a toe angle control unit connected to the toe angle altering apparatus the running state detecting apparatus providing data to the toe angle control unit; wherein the toe angle control unit determines a target toe angle corresponding to a selected target running performance mode and the running state detected by the running state detecting apparatus, the toe angle control unit driving the toe angle altering apparatus to attain the target toe angles; and the target toe angle determined by the toe angle control unit differing for a given running state detected by the running state detecting apparatus depending upon which of multiple target running performance modes has been selected.","A small boat has multiple propulsion units. A toe angle of the multiple propulsion units can be altered while the boat is under way. The toe angle can be adjusted to improve performance in any of a number of areas, including top speed, acceleration, fuel economy, and maneuverability, at the demand of the operator."
