,abstract,claim,class,label,patent_id,title
108,"This invention relates to certain aryl alkyl acid compounds, compositions, and methods for treating or preventing obesity and related diseases.","1. A compound of Formula (I)wherein  Q is S;    A is a linker selected from      wherein m is 0 and n is 1, 2, 3, or 4, or    m is 1 and n is 1, 2, or 3, and      &#x2003;wherein said linker is optionally substituted by one or two R  8 groups;    R  1 and R  2 are independently selected from hydrogen, halo, (C  1 –C  6 )alkyl, and (C  1 –C  6 )alkoxy;    R  3 is selected from  hydrogen,    (C  1 –C  6 )alkyl optionally substituted by hydroxy, and    phenyl optionally substituted with (C  1 –C  6 )alkyl, (C  1 –C  6 )alkoxy, or halo;      R  4 is selected from hydrogen, nitro, and (C  1 –C  6 )alkyl; or    R  3 and R  4 may, when taken together with the carbon atoms to which they are attached, form a benzene ring optionally substituted with up to two substituents selected from  halo, (C  1 –C  6 )alkyl, (C  1 –C  6 )alkoxy, nitro, cyano, (C  1 –C  6 )haloalkyl, (C  1 –C  6 )haloalkoxy, aminocarbonyl, (C  1 –C  6 )alkylaminocarbonyl, bis[(C  1 –C  6 )alkyl]aminocarbonyl, aminosulfonyl, (C  1 –C  6 )alkylaminosulfonyl, bis[(C  1 –C  6 )alkyl]aminosulfonyl, (C  1 –C  6 )alkylcarbonylamino, (C  1 –C  6 )alkylsulfonylamino, and hydroxy-(C  2 –C  6 )alkylaminocarbonyl, and      &#x2003;when two of said benzene ring substituents are (C  1 –C  6 )alkyl and are attached to adjacent carbon atoms of the benzene ring, they may be joined together to form a 5–7-membered carbocyclic ring;    R  8 is (C  1 –C  6 )alkyl;    or the pharmaceutically acceptable salts and esters thereof.",1BB,2,7091228,Preparation and use of aryl alkyl acid derivatives for the treatment of obesity
109,"A class of 2-aryloxy-2-arylalkanoic acids comprises compounds that are potent agonists of PPAR alpha and/or gamma, and are therefore useful in the treatment, control or prevention of non-insulin dependent diabetes mellitus (NIDDM), hyperglycemia, dyslipidemia, hyperlipidemia, hypercholesterolemia, hypertriglyceridemia, atherosclerosis, obesity, vascular restenosis, inflammation, and other PPAR alpha and/or gamma mediated diseases, disorders and conditions.","1. A compound having the formula I:including pharmaceutically acceptable salts thereof, wherein  R  1 is selected from the group consisting of (a) halogen, (b) C  1-6 alkyl, where alkyl is linear or branched and is optionally substituted with 1–3F, and (c) —OC  1 –C  6 alkyl, where —OC  1 –C  6 alkyl is linear or branched and is optionally substituted with 1–3 halogens, independently selected from Cl and F, with the proviso that R  1 and R  2 are not both CH  3 ;    R  2 is selected from the group consisting of C  1 –C  6 alkyl and C  3 –C  12 Alicyclic, wherein alkyl is linear or branched and is optionally substituted with 1–3F, and Alicyclic is optionally substituted with 1–5 halogens;    R  3 and R  4 are joined together to yield a 5-membered ring containing (a) 1–3 heteroatoms selected from O, N and S, (b) 2–5 carbon atoms, and (c) optionally one carbonyl group, wherein the 5-membered ring is fused to the benzene ring, and the benzene ring and fused 5-membered ring together form a Heteroaryl or Heterocycle which optionally contains one carbonyl group in the 5-membered fused ring and which is optionally substituted on the 5-membered fused ring with 1–2 substituents independently selected from R  8 ;    R  5 is H or Halogen;    R  6 is selected from the group consisting of H, halogen, CH  3 and CF  3 ;    Each R  7 is independently selected from the group consisting of halogen, C  1 –C  6 alkyl, C  1 –C  6 alkoxy, —SC  1-6 alkyl, —OAryl, C  2 –C  6 alkenyl, C  2 –C  6 alkynyl, —CN, —C(O)OC  1 –C  3 alkyl, and —C(O)C  1 –C  3 alkyl, wherein each alkyl, alkenyl, alkoxy and alkynyl and each alkyl portion of a substituent is linear or branched and is optionally substituted with 1–5 halogen atoms and/or 1 substituent selected form Aryl and Heteroaryl, and each Aryl and Heteroaryl is optionally substituted with 1–3 groups independently selected from halogen, CH  3 , CF  3 , —OCH  3 and —OCF  3 ;    Each R  8 is independently selected from the group consisting of (a) —OC  1 –C  5 alkyl, which may be linear or branched and is optionally substituted with 1–3 F; (b) C  1 –C  9 alkyl, which may be linear or branched and is optionally substituted with one Aryl, 1–5 halogens independently selected from Cl and F, and/or one —COOH; (c) Aryl; and (d) Heteroaryl; wherein Aryl and Heteroaryl are optionally substituted with 1–3 substituents independently selected from the group consisting of Cl, F, C  1 –C  5 alkyl, and —OC  1 –C  5 alkyl, wherein each alkyl and each —OC  1 –C  5 alkyl may be linear or branched, and is optionally substituted with 1–3 substituents independently selected from halogen —OCH  3 , and —OCF  3 ;    Aryl is an aromatic carbocyclic mono- or bicyclic ring system containing 6–10 atoms in the ring or rings;    Heteroaryl is a mono- or bicyclic aromatic ring system containing 4–11 atoms in the ring or rings, wherein at least one atom in the ring or rings is a heteroatom selected from N, O and S;    Heterocycle is a fully or partially saturated monocyclic or bicyclic ring system having 4–11 atoms in the ring or rings and at least one heteroatom selected from O, N, and S in the ring or rings;    Alicyclic is a substituent group that has one C  3 –C  6 cycloalkyl and one or more alkyl groups which may be linear or branched attached to the cycloalkyl group, wherein the point of attachment may be through the cycloalkyl or through an alkyl group;    Ar  1 is selected from the group consisting of phenyl, thienyl, thiazolyl, oxazolyl and pyridyl, and is optionally substituted with Aryl, pyridyl or 1–3 groups independently selected from R  7 ;    X is O or S; and    Z is selected from the group consisting of —COOH, tetrazole, and —C(O)NHS(O)  2 R  8 .",1BD,2,7091230,2-aryloxy-2-arylalkanoic acids for diabetes and lipid disorders
110,"The invention relates to food and beverage products which are useful in control of obesity. The food or beverage comprises or is made by a transgenic plant or parts thereof comprising a nucleic acid molecule, the nucleic acid molecule encoding a C-terminal growth hormone fragment which has the ability to modulate lipid metabolism. The transgenic plant may be used in a production of a fermented food or beverage product, or may be a part of an edible plant, such as a fruit or vegetable, including but not limited to tomato, banana, and potato.","1. A transgenic plant comprising a first exogenous nucleic acid molecule which encodes a peptide corresponding to a mammalian growth hormone fragment and comprising a disulphide bond, wherein said peptide includes amino acid residues 177–191 of human growth hormone, (amino acids 2–16 of SEQ ID NO:9), a subfragment thereof, or an analogue thereof, wherein the analogue varies at no more than three positions from SEQ ID NO:9 and wherein the analogue contains an arginine at the position corresponding to position 3 of SEQ ID NO:9, and wherein the analogue contains a glutamic acid at the position corresponding to position 11 of SEQ ID NO:9, with the provision that any analogue is not intact, full-length growth hormone polypeptide, and in which the peptide, subfragment, or analogue is orally active and has the ability to increase lipolysis or decrease lipogenesis in a mammal to which the transgenic plant or a part or product thereof is orally administered.",1BD,2,7098029,Product and method for control of obesity
111,"The present invention relates to an extract of mixed herb medicine, and a pharmaceutical composition for the prevention and treatment of obesity containing the extract as an effective ingredient or health food containing the same, more precisely, an extract of mixed herb medicine extracted from the mixture of cassia seeds (  Cassia obtusifolia L.), green tea (  Thea sinensis L.), eucommia bark (  Eucommia ulmoides Oliver), garlic (  Allium sativum var.  pekinense ), hawthorn (  Crataegus Pinnatifida Bunge), fresh pine needle (  Pinus densiflora Siebold et Zuccarini) and wormwood (  Artemisia capillaris Thunberg) using water or aqueous alcohol solution, a pharmaceutical composition for the prevention and treatment of obesity containing the above extract and a fermented extract extracted after adding rice, malt and yeast to the above mixture, or health food containing the same. The extract of the present invention can be effectively used for the prevention and the treatment of obesity by inhibiting weight gain by high-fat diet, lowering blood cholesterol and decreasing neutral fat (triglyceride).","1. An extract of an herbal mixture of cassia seeds (  Cassia obtusifolia L.), green tea (  Thea sinensis L.), eucommia bark (  Eucommia ulmoides Oliver), garlic (  Allium sativum var.  pekinense ), hawthorn (  Crataegus Pinnatifida Bunge), fresh pine needle (  Pinus densiflora Siebold et Zuccarini) and wormwood (  Artemisia capillaris Thunberg) extracted by using water or aqueous alcohol solution.",1BB,2,7135199,Alcohol-fermented food or pharmaceutical composition for prevention of obesity and process for preparation thereof
112,This invention discloses and claims diary heterocycles of formula (I),"1. A compound of formula (I)wherein  R is (C  1 –C  8 )-alkyl, (C  0 –C  8 )-alkylene-aryl, (C  3 –C  8 )-cycloalkyl, (C  1 –C  4 )-alkoxy-(C  1 –C  4 )-alkyl, (C  2 –C  8 )-alkenyl, (C  2 –C  8 )-alkynyl, a 3- to 12-membered mono-, bi- or spirocyclic ring optionally containing one heteroatoms selected from the group consisting of N, O, and S, and wherein the 3- to 12-membered ring is optionally substituted by F, Cl, Br, NO  2 , CF  3 , OCF  3 , CN, (C  1 –C  6 )-alkyl, aryl, CON(R11)(R12), N(R13)(R14), OH, O—(C  1 –C  6 )-alkyl, S—(C  1 –C  6 )-alkyl, or N(R15)CO(C  1 –C  6 )-alkyl;    R11, R12, R13, R14 and R15 independently are H or (C  1 –C  6 )-alkyl;    B is a bond or a linker of one or two radicals selected from the group consisting of (C(R19)(R20))  i , C(OR21)(R22), O, N(R23), S, SO, SO  2 , and CO;    i is 1, 2 or 3;    R19, R20, R21, R22 and R23 independently are H, (C  1 –C  6 )-alkyl or aryl;    R1, R2, R3, and R4 independently are H, F, Cl, Br, I, OH, CF  3 , NO  2 , CN, OCF  3 , O—(C  1 –C  6 )-alkyl, O—(C  1 –C  4 )-alkoxy-(C  1 –C  4 )-alkyl, S—(C  1 –C  6 )-alkyl, (C  1 –C  6 )-alkyl, (C  2 –C  6 )-alkenyl, (C  3 –C  8 )-cycloalkyl, O—(C  3 –C  8 )-cycloalkyl, (C  3 –C  8 )-cycloalkenyl, O—(C  3 –C  8 )-cycloalkenyl, (C  2 –C  6 )-alkynyl, (C  0 –C  8 )-alkylene-aryl, O—(C  0 –C  8 )-alkylene-aryl, S-aryl, N(R24)(R25), SO  2 —CH  3 , CON(R26)(R27), N(R28)CO(R29), N(R30)SO  2 (R31) or CO(R32);    R24, R25, R26, R27, R28 and R30 independently are H or (C  1 –C  6 )-alkyl;    R29, R31,and R32 independently are H, (C  1 –C  6 )-alkyl or aryl;    W is —(CH  2 )  n —, —CH&#x2550;CH—, —CH&#x2550;N— or —N&#x2550;CH—;    n is 2, 3, 4 or 5;    R5, R6, R7 and R8 independently are H, F, Cl, Br, I, OH, CF  3 , NO  2 , CN, OCF  3 , O—(C  1 –C  6 )-alkyl, O—(C  1 –C  4 )-alkoxy-(C  1 –C  4 )-alkyl, S—(C  1 –C  6 )-alkyl, (C  1 –C  6 )-alkyl, (C  2 –C  6 )-alkenyl, (C  3 –C  8 )-cycloalkyl, O—(C  3 –C  8 )-cycloalkyl, (C  3 –C  8 )-cycloalkenyl, O—(C  3 –C  8 )-cycloalkenyl, (C  2 –C  6 )-alkynyl, (C  0 –C  8 )-alkylene-aryl, O—(C  0 –C  8 )-alkylene-aryl, S-aryl, N(R33)(R34), SO  2 —CH  3 , ) CON(R35)(R36), N(R37)CO(R38), N(R39)SO  2 (R40), CO(R41) or a 5- to 7-membered heterocycle having 1 heteroatom selected from the group consisting of O, N and S;    R33 and R34 independently are H or (C  1 –C  6 )-alkyl, or    R33 and R34 form together with the nitrogen atom to which they are bonded a 5- or 6-membered ring wherein when R33 and R34 form together with the nitrogen to which they are bonded a 6-membered ring, one CH  2 group of the 6-membered ring optionally is O or S;    R35, R36, R37 and R39 independently are H or (C  1 –C  6 )-alkyl;    R38, R40 and R41 independently are H, (C  1 –C  6 )-alkyl or aryl;    A is a chain —(C(R42)(R43))  m — wherein 0 to 2 members of the chain are optionally replaced by an element selected from the group consisting of O, S, N(R44), CO and SO  2 ;    m is 0, 1, 2, 3, 4 or 5;    R42, R43, R44 independently are H, (C  1 –C  6 )-alkyl or aryl;    R9 and R10 independently are H, (C  1 –C  8 )-alkyl, —(CH  2 )  o —R45, (C  1 –C  4 )-alkoxy-C  1 –C  4 )-alkyl, aryloxy-(C  1 –C  4 )-alkyl, (C  3 –C  8 )-alkenyl, (C  3 –C  8 )-alkynyl, CO—(C  1 –C  8 )-alkyl, CO—(CH  2 )  o R45, CO—(C  1 –C  4 )-alkoxy-(C  1 –C  4 )-alkyl, CO-aryloxy-(C  1 –C  4 )-alkyl, CO—(C  2 –C  8 ) -alkenyl, CO—(C  2 –C  8 )-alkynyl, or    R9 and R10 form together with the nitrogen atom to which they are bonded a 4- to 10-membered mono-, bi- or spirocyclic ring wherein said ring, apart from the nitrogen atom, may optionally contain 0 to 4 additional heteroatoms selected from the group consisting of O, N and S and wherein said ring optionally is substituted by F, Cl, Br, CF  3 , NO  2 , CN, (C  1 –C  6 )-alkyl, O—(C  1 –C  8 )-alkyl, (C  1 –C  4 )-alkoxy-(C  1 –C  4 )-alkyl, (C  0 –C  8 )-alkylene-aryl, oxo, CO(R46), CON(R47)(R48), OH, N(R50)CO(C  1 –C  6 )-alkyl, N(R51)(R52) or SO  2 CH  3 ;    R46, R47, R48, R50, R51 and R52 independently are H or (C  1 –C  4 )-alkyl;    o is 0, 1, 2, 3, 4, 5 or 6;    R45 is OH, CH(aryl)  2 , a 3- to 12-membered mono- or bicyclic ring which optionally contains one or more heteroatoms selected from the group consisting of N, O and S wherein the 3- to 12-membered ring optionally is substituted by F, Cl, Br, I, OH, CF  3 , NO  2 , CN, OCF  3 , oxo, O—(C  1 –C  6 )-alkyl, (C  1 –C  4 )-alkoxy-(C  1 –C  4 )-alkyl, S—(C  1 –C  6 )-alkyl, (C  1 –C  6 )-alkyl, (C  2 –C  6 )-alkenyl, (C  3 –C  8 )-cycloalkyl, O—(C  3 –C  8 )-cycloalkyl, (C  3 –C  8 )-cycloalkenyl, O—(C  3 –C  8 )-cycloalkenyl, (C  2 –C  6 )-alkynyl, (C  0 –C  8 )-alkylene-aryl, O—(C  0 –C  8 )-alkylene-aryl, S-aryl, N(R51)(R52), SO  2 —CH  3 or COOH; or    a pharmaceutically acceptable salt of the compound of formula 1.",1BD,2,7141561,"Substituted diaryl heterocycles, process for their preparation and their use as medicaments"
113,"The present invention is to provide an aliphatic nitrogen-containing 5-membered ring compound represented by the formula [I]:        wherein A represents —CH  2 — or —S—,   R  1 represents hydrogen atom, a lower alkyl group, a hydroxy lower alkyl group or a lower-alkoxy lower alkyl group,   X represents —N(R  3 )—, —O— or —CO—, where R  3 represents hydrogen atom or a lower alkyl group, and   R  2 represents (1) a cyclic group which may be substituted, or (2) an amino group which may be substituted,","1. A method for treating a disease in a patient selected from among diabetes, hyperglycemia, hyperinsulinemia, diabetes complications, obesity, overeating, and disorders of lipid metabolism comprising administering to a patient in need thereof a pharmaceutical formulation comprising a compound represented by the formula:  wherein A represents —CH  2 — or —S—,    R  1 represents a hydrogen atom, a lower alkyl group, a hydroxy lower alkyl group or a lower alkoxy lower alkyl group, and    R  2 represents:  (1) a cyclic group which may be substituted, where the cyclic group portion represents  (i) a monocyclic, bicyclic or tricyclic hydrocarbon group, or    (ii) a monocyclic, bicyclic or tricyclic heterocyclic group; or      (2) an amino group which may be substituted;      or a pharmaceutically acceptable salt thereof;    and one or more pharmaceutically acceptable excipients.",1AB,2,7160877,Aliphatic nitrogen-containing 5-membered ring compound
114,"In general, this invention relates to nucleic acid and amino acid sequences involved in fat metabolism regulation and the use of these sequences as targets for the diagnosis, treatment, and prevention of obesity and obesity-related diseases. In addition, the invention relates to screening methods for identifying modulators of body fat metabolism and the development of treatments for obesity and obesity-related diseases.","1. A method of identifying a candidate compound that modulates fat metabolism, said method comprising  a) contacting a mammalian cell or a nematode cell with a candidate compound;    b) obtaining mRNA from said mammalian cell or said nematode cell;    c) contacting a microarray with said mRNA, wherein said microarray consists of at least two mammalian or nematode fat metabolism regulator nucleic acids or fragment thereof, wherein said fragment encodes at least 50 contiguous amino acids of a fat metabolism polypeptide, and wherein inactivation of each of said mammalian or nematode fat metabolism regulator nucleic acids results in an alteration in fat content of an organism compared to a control organism; and    d) detecting an alteration in cellular mRNA levels of at least two fat metabolism regulator nucleic acid molecules in said mammalian cell or said nematode cell contacted with said candidate compound compared to a control cell, wherein said alteration identifies the candidate compound as a candidate compound that modulates fat metabolism.",1BD,2,7175999,Polynucleotide and polypeptide fat metabolism regulators and uses thereof
115,"Methods for treating obesity, reducing total weight and reducing body fat mass by administering a composition comprising dihydroquercetins and root-derived aralosides A, B, C and D is disclosed.","1. A method for treating obesity which comprises administering to a mammalian subject in need of such treatment an effective amount for treating obesity of a composition comprising dihydroquercetins and root-derived aralosides A, B, C, and D.",1BD,2,7202222,Methods for treatment of obesity and effective fat loss promotion
116,"The present invention relates to the field of metabolic research. Metabolic disorders, such as obesity, are a public health problem that is serious and widespread. GSSP4 polypeptides have been identified that are believed to be beneficial in the treatment of metabolic disorders. These compounds should be effective for reducing cholesterol levels, body mass, body fat, and for treating metabolic-related diseases and disorders. The metabolic-related diseases or disorders include, but are not limited to, obesity, hyperlipidemia, hypercholesterolemia, atherosclerosis, diabetes, glucose intolerance, insulin resistance and hypertension.","1. A method of reducing circulating free fatty acid levels in an individual comprising administering to said individual a physiologically acceptable composition comprising a carrier and a polypeptide comprising SEQ ID NO:3, wherein said method reduces body mass.",1BD,2,7223727,GSSP4 polynucleotides and polypeptides and uses thereof
117,"This invention aims at providing compositions and foods for improving lipid metabolism which improve the metabolism of lipids and thus are expected to contribute to the prevention and amelioration of hyperlipemia, obesity, atherosclerosis and the like. The invention provides compositions for improving lipid metabolism, compositions for preventing or treating hyperlipemia, compositions for preventing or treating obesity and foods for preventing or ameliorating hyperlipemia and obesity, which contain valine as an active ingredient.","1. A method for improving lipid metabolism in a patient in need thereof, including at least one of reducing atherosclerosis, inhibiting an increase in intraperitoneal adipose tissue and inhibiting visceral obesity, inhibiting visceral adipose tissue syndrome, and inhibiting fatty liver, comprising  administering valine to said patient in need of said improving, in an amount sufficient therefor, wherein said valine is substantially entirely L-valine and substantially entirely free of other amino acids.",1BC,2,7238727,Compositions for improving lipid metabolism
118,"Compounds, pharmaceutical compositions and methods that are useful in the treatment or prevention of metabolic and cell proliferative diseases or conditions are provided herein. In particular, the invention provides compounds which modulate the activity of proteins involved in lipid metabolism and cell proliferation.","1. A compound of formula (I):or a pharmaceutically acceptable salt or stereoisomer thereof, wherein  X is N;    Y is selected from the group consisting of N and N(R  2 );    Z is O;    W  1 is a substituted or unsubstituted member selected from the group consisting of cyclo(C  3 -C  8 )alkyl, heterocyclo(C  3 -C  8 )alkyl, aryl and heteroaryl;    W  2 is a substituted or unsubstituted member selected from the group consisting of cyclo(C  3 -C  8 )alkyl, heterocyclo(C  3 -C  8 )alkyl, aryl and heteroaryl;    L  1 is selected from the group consisting of a bond, (C  1 -C  4 )alkylene, (C  2 -C  4 )alkenylene, O and N(R  a )C(O);    L  2 is selected from the group consisting of a bond, O, (C  1 -C  4 )alkylene, (C  2 -C  4 )alkenylene, (C  1 -C  4 )heteroalkylene and N(R  a )C(O);    the subscript m is 0 or 1;    optionally, when m is 1 and L  2 is a bond, a substituent on W  2 may be combined with a substituent on W  1 to form a 5-, 6- or 7-membered ring fused to W  1 and spiro or fused to W  2 , wherein said ring is saturated or unsaturated and has 0, 1 or 2 heteroatoms selected from the group consisting of N, O and S as ring members;    each R  1 is independently selected from the group consisting of H, (C  1 -C  8 )alkyl, (C  2 -C  8 )alkenyl, (C  2 -C  8 )alkynyl, fluoro(C  1 -C  8 )alkyl, aryl, aryl(C  1 -C  4 )alkyl, C(O)R  a , CO  2 R  a and C(O)NR  a R  b ;    each R  2 is independently selected from the group consisting of H, (C  1 -C  8 )alkyl, (C  2 -C  8 )alkenyl, (C  2 -C  8 )alkynyl, fluoro(C  1 -C  8 )alkyl, C(O)R  a , CO  2 R  a , C(O)NR  a R  b , aryl and aryl(C  1 -C  4 )alkyl;    R  3 and R  4 are independently selected from the group consisting of H, (C  1 -C  8 )alkyl, (C  2 -C  8 )alkenyl, (C  2 -C  8 )alkynyl, C(O)R  a , CO  2 R  a , C(O)NR  a R  b and (C  1 -C  4 )alkylene-OR  a ;    optionally, R  3 and R  4 may be combined to form a 3-, 4-, 5- or 6-membered spiro ring;    optionally, R  2 , R  3 or R  4 may be combined with W  1 to form a 5-, 6- or 7-membered fused ring having from 0 to 3 heteroatoms selected from the group consisting of N, O and S;    R  5 and R  6 are independently selected from the group consisting of H, (C  1 -C  8 )alkyl, (C  2 -C  8 )alkenyl, (C  2 -C  8 )alkynyl, C(O)R  a and CO  2 R  a ;    optionally, R  5 and R  6 may be combined with the nitrogen atom to form a 5-, 6- or 7-membered ring;    optionally, when X is C(R  1 ) or when Y includes an R  1 or R  2 group, R  5 or R  6 may be combined with R  1 or R  2 to form a 5-, 6- or 7-membered fused ring containing the nitrogen atom to which R  5 or R  6 is attached;    R  7 is selected from the group consisting of H, (C  1 -C  8 )alkyl, halo(C  1 -C  4 )alkyl, (C  2 -C  8 )alkenyl, (C  2 -C  8 )alkynyl, and C(O)R  a ,    optionally, when X is C(R  1 ), R  7 may be combined with R  1 to form a 5-, 6- or 7-membered fused ring;    each R  a and R  b is independently selected from the group consisting of H, (C  1 -C  8 )alkyl, (C  2 -C  8 )alkenyl, (C  2 -C  8 )alkynyl, fluoro(C  1 -C  8 )alkyl, aryl and aryl(C  1 -C  4 )alkyl; and the dotted line indicates an optional bond.",1BB,2,7244727,Fused bicyclic nitrogen-containing heterocycles
119,"Use of compounds to inhibit hormone-sensitive lipase, pharmaceutical compositions comprising the compounds, methods of treatment employing these compounds and compositions, and novel compounds. The present compounds are inhibitors of hormone-sensitive lipase and may be useful in the treatment and/or prevention of medical disorders where a decreased activity of hormone-sensitive lipase is desirable.","1. A compound of formula  wherein E is selected from the group consisting of —S—, —S(&#x2550;O)—, —S(&#x2550;O)  2 —, —NR  16ae — and —CR  17ae R  18ae —; and    R  4ae , R  5ae , R  6ae , R  7ae , R  8ae , R  9ae , R  10ae , R  11ae , R  12ae , R  13ae , R  14ae , and R  15ae are independently selected from hydrogen, hydroxy, sulfanyl, sulfo, halogen, amino, cyano, nitro, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaxyl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl, wherein each of hydroxy, sulfanyl, sulfo, amino, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyolyl and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, suifanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, C  3-10 -cyeloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, C  3-10 -cycloalkyl, perhalomethyl and perhalomethoxy; and    R  16ae is independently selected from hydrogen, hydroxy, sulfanyl, sulfo, halogen, amino, cyano, nitro, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl, wherein each of hydroxy, sulfanyl, sulfo, amino, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, C  3-10 -cycloalkyl, perhalomethyl and perhalomethoxy; and    R  7ae and R  18ae are independently selected from hydrogen, hydroxy, sulfanyl, sulfo, halogen, amino, cyano, nitro, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl, wherein each of hydroxy, sulfanyl, sulfo, amino, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, C  3-8 -heterocyclyl, C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, C  3-8 -heterocyclyl, and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl, wherein each of the hydroxy, sulfanyl, amino, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl and C  3-10 -cycloalkyl may optionally be substituted with one or more substituents independently selected from hydroxy, sulfanyl, oxo, halogen, amino, cyano, nitro, sulfo, C  1-6 -alkyl, C  2-6 -alkenyl, aryl, heteroaryl, C  3-8 -heterocyclyl, C  3-10 -cycloalkyl, perhalomethyl and perhalamethoxy; or    a pharmaceutically acceptable salt thereof.",1AB,2,7279470,Compounds and uses thereof for decreasing activity of hormone-sensitive lipase
